Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Beau Allen,,,,,,Q,,,,,Q,,,,,,,,,Eagles,2017
Trey Burton,,,,,,,,,,,Q,,,,,,,,,Eagles,2017
Fletcher Cox,,,,O,O,Q,,,,,,,,,,,,,,Eagles,2017
Ronald Darby,,O,O,O,O,O,Q,Q,Q,,,,,,,,23,RCB,800426,Eagles,2017
Dannell Ellerbe,,,,,,,,,,,,,,,,,,,,Eagles,2017
Zach Ertz,,,,,,,,,Q,,,,Q,,,,,,,Eagles,2017
Randall Goforth,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Eagles,2017
Brandon Graham,,,,,,,,,,,,,,,,O,29,RDE,6500000,Eagles,2017
Corey Graham,,Q,O,O,Q,,,,,,,,,,,,,,,Eagles,2017
Jordan Hicks,,,,Q,,,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,25,MLB,633000,Eagles,2017
Alshon Jeffery,,,,,,,,,,Q,,,,,,,27,WR,1000000,Eagles,2017
Lane Johnson,,,,,,O,,,,,,,,,,,,,,Eagles,2017
Sidney Jones,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,Eagles,2017
Mychal Kendricks,,,,,,,Q,,,,,,,,Q,,27,LLB,4850000,Eagles,2017
Chris Long,,,,,,Q,,,,,,,,,,,,,,Eagles,2017
Chris Maragos,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Eagles,2017
Rodney McLeod,,,Q,Q,,,,,,,,,,,,,27,SS,775000,Eagles,2017
Jalen Mills,,,,,,,,,,,,,,,Q,Q,23,LCB,540000,Eagles,2017
Jason Peters,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,35,lt,3000000,Eagles,2017
Donnel Pumphrey,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Eagles,2017
Aziz Shittu,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Eagles,2017
Wendell Smallwood,,,,,Q,Q,Q,,,,,,,,,,,,,Eagles,2017
Torrey Smith,,,Q,,,,,,,,,,,,,,28,WR,4000000,Eagles,2017
Darren Sproles,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Eagles,2017
Caleb Sturgis,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Eagles,2017
Destiny Vaeao,,O,O,O,Q,Q,,,,,,,,,,,,,,Eagles,2017
Joe Walker,,,,,,,,,,,,Q,Q,,,IR,,,,Eagles,2017
Jaylen Watkins,,,O,O,Q,Q,,,,,,,,,,,,,,Eagles,2017
Carson Wentz,,,,,,,,,,,,,,IR,IR,IR,,,,Eagles,2017
Dom Williams,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Eagles,2017
Stefen Wisniewski,,,,,,,,,,,,,,Q,Q,,28,LG,775000,Eagles,2017
