Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary
Nasir Adderley,,,,,D,D,O,O,IR,IR,IR,IR,IR,IR,IR,IR,,,
Keenan Allen,,,,,,,,Q,,,,,,,,,,,
Michael Badgley,D,Q,Q,O,D,D,Q,Q,,,,,,,,,,,
Travis Benjamin,,,,D,Q,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Cortez Broughton,,,,,,,,O,O,O,IR,IR,IR,IR,IR,IR,,,
Jatavis Brown,D,Q,,,,,,,,,,,,,,,,,
Dylan Cantrell,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Sean Culkin,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Geremy Davis,D,Q,,,,,,,Q,D,D,IR,IR,IR,IR,IR,,,
Michael Davis,,D,D,,,,,,,,,,,,,,24,LCB,645000
Thomas Davis,,,,,Q,,,,,,,,,,,,36,LLB,1250000
Nick Dzubnar,,,,,,,,,,,,,Q,,,,,,
Virgil Green,,,,O,Q,,,,,,,,,,,,,,
Casey Hayward,,,,Q,,,,,,,,,,,,,30,RCB,8000000
Hunter Henry,,O,O,O,O,Q,,,,,,,,,,,25,TE,1170042
Melvin Ingram,,,,,Q,Q,D,Q,,,,,,,,,,,
Dontrelle Inman,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,
Justin Jackson,,,,O,D,D,O,Q,,D,D,,,,Q,,,,
Derwin James,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,23,fs,1043134
Tre'von Johnson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,
Justin Jones,,,,,,,O,O,D,O,,,,,,,23,LDT,621481
Desmond King,,,,,,,,,,,,,,O,,,25,DB,645000
Forrest Lamp,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Koda Martin,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Vince Mayle,IR,IR,,,,,,,,,,,,,,,,,
Cole Mazza,,,,,,,,,,,Q,,,,,,,,
Brandon Mebane,,,,,,,O,O,D,Q,,,,,,,34,NT,1050000
Uchenna Nwosu,,,,,,,,,,,,,,Q,,,,,
Russell Okung,IR,IR,IR,IR,IR,IR,IR,IR,,,Q,Q,,,D,O,31,lt,13000000
Andre Patton,,,,,,D,,,,,,,,,,,25,WR,495000
Denzel Perryman,Q,Q,,,,,,,,Q,,,O,,,,27,MLB,850000
Adrian Phillips,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,27,db,1500000
Mike Pouncey,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,30,c,6000000
Isaac Rochell,,Q,,,,,,,,,,,,,,,,,
Damion Square,,,,,,,,,Q,,,,,,,,,,
Roderic Teamer,D,Q,,,,,,,D,D,Q,,O,,,,22,FS,495000
Sam Tevi,,,,,,,,,,Q,O,Q,,,,,25,RT,645000
Drue Tranquill,Q,,,Q,,,,,,,Q,,,,,,,,
Andrew Vollert,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Derek Watt,,,,,,,,Q,,,,,,,,,,,
Mike Williams,,Q,,O,Q,,,,,,,,,,,,25,WR,2260448
Trevor Williams,O,IR,IR,IR,IR,IR,,,,,,,,,,,,,
