Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
De'Vante Bausby,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2019
Jake Butt,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2019
Bryce Callahan,Q,Q,Q,O,O,O,O,O,O,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2019
Bradley Chubb,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2019
Ryan Crozier,IR,,,,,,,,,,,,,,,,,,,Broncos,2019
Todd Davis,D,Q,Q,,,,,,,,,,,,,,27,RILB,4000000,Broncos,2019
Duke Dawson,,,,,,Q,,,,,,Q,,,,,,,,Broncos,2019
Joe Dineen,IR,,,,,,,,,,,,,,,,,,,Broncos,2019
Nico Falah,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2019
Noah Fant,,,,,,,,,,,,,,Q,Q,,22,TE,495000,Broncos,2019
Joe Flacco,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,34,QB,18500000,Broncos,2019
Austin Fort,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2019
Adam Gotsis,,,,,,,,,,,,,,O,O,IR,,,,Broncos,2019
DaeSean Hamilton,,,,,,,,,,Q,,,,,,,,,,Broncos,2019
Shelby Harris,,,,,,,,,,,,Q,,,,,28,LDE,3095000,Broncos,2019
Jeff Heuerman,,,,,,,,,O,D,Q,,,,,,27,TE,2000000,Broncos,2019
Justin Hollins,,,,,,,,Q,,,O,,,,,,,,,Broncos,2019
Kareem Jackson,,,,Q,Q,,,,,,,,,,,,31,SS,3000000,Broncos,2019
Ja'Wuan James,,O,O,O,Q,Q,Q,Q,O,D,Q,Q,Q,O,O,O,,,,Broncos,2019
Andy Janovich,O,O,O,Q,,,,,,,IR,IR,IR,IR,IR,IR,,,,Broncos,2019
Josey Jewell,,,,Q,Q,,,,,,,Q,,,,,,,,Broncos,2019
Alexander Johnson,,,,,,,,,,,,Q,,,,,28,LILB,570000,Broncos,2019
Cyrus Jones,,,,,,,,,,,O,IR,IR,IR,IR,IR,,,,Broncos,2019
Dre'Mont Jones,,,,,,,,,,,,,,Q,Q,,,,,Broncos,2019
Joseph Jones,O,O,O,Q,,,,,,,Q,,,Q,,,,,,Broncos,2019
Ronald Leary,,,,,,,,,,,Q,,O,O,O,O,30,G,8150000,Broncos,2019
Drew Lock,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,23,qb,495000,Broncos,2019
Trey Marshall,,,,,,Q,,,,,,,,,,,,,,Broncos,2019
Connor McGovern,,,,,,,,,,,Q,,,,,,26,C,2025000,Broncos,2019
Von Miller,,,,,,,,,,,,Q,Q,,,,,,,Broncos,2019
Corey Nelson,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2019
Dadi Nicolas,IR,IR,IR,IR,,,,,,,,,,,,,,,,Broncos,2019
Will Parks,,,,,,,,O,O,,,,,,,,25,db,2025000,Broncos,2019
Tim Patrick,,IR,IR,IR,IR,IR,IR,IR,IR,IR,Q,,,,,,,,,Broncos,2019
Kyle Peko,,,,,,,,,,,,,,,Q,,,,,Broncos,2019
Malik Reed,,,,,,,,,,,,,Q,,,,23,LOLB,495000,Broncos,2019
Horace Richardson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2019
Theo Riddick,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2019
Dalton Risner,,,,,,,,,,,Q,,,,Q,,24,LG,495000,Broncos,2019
Dymonte Thomas,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2019
DeMarcus Walker,,,,,,,,,Q,,,,,O,Q,Q,,,,Broncos,2019
Elijah Wilkinson,,,,,,,,,,,,,,,,O,24,RT,645000,Broncos,2019
Juwann Winfree,,,,,,,,,,,,,,O,IR,IR,,,,Broncos,2019
Billy Winn,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2019
Derek Wolfe,,,,Q,,,,,,,,,IR,IR,IR,IR,29,DE,8000000,Broncos,2019
