Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Mike Adams,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2015
Cortez Allen,,IR,IR,IR,IR,IR,Q,IR,IR,IR,IR,IR,IR,,IR,IR,,,,Steelers,2015
Will Allen,,P,,,,O,O,O,P,,,P,,P,P,P,33,SS,665000,Steelers,2015
Kelvin Beachum,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,26,lt,1553474,Steelers,2015
Le'Veon Bell,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,23,rb,1032082,Steelers,2015
Antwon Blake,,,,,,,P,,,,,,,,,P,25,RCB,1542000,Steelers,2015
Rob Blanchflower,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2015
Brandon Boykin,,P,,,,,,,,,P,,,,,,,,,Steelers,2015
Antonio Brown,,,,,,,,,,,,,,,,,,,,Steelers,2015
Martavis Bryant,,,,,,,,,P,,,P,,,,Q,24,wr,499805,Steelers,2015
Sammie Coates,,,,,,,,,,,,,P,,,,,,,Steelers,2015
Bud Dupree,,,,,,,,,,,,,,P,,,22,lolb,1676778,Steelers,2015
Terence Garvin,,,,,,,,O,O,O,P,,,,,,,,,Steelers,2015
William Gay,,,P,,,,P,P,P,,,,P,P,P,P,30,LCB,1666668,Steelers,2015
Marcus Gilbert,,,,,,,,,,P,,,,,,,27,RT,3256000,Steelers,2015
Robert Golden,,,,,,,,,,,,,,,,,,,,Steelers,2015
Bruce Gradkowski,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2015
Doran Grant,,,,,,,,,,,,,,,,Q,,,,Steelers,2015
James Harrison,,,,P,,P,P,P,P,O,P,P,P,P,P,P,,,,Steelers,2015
Garrett Hartley,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2015
Cameron Heyward,,,P,,,,,,,,,,,,,,26,LDE,6400000,Steelers,2015
Darrius Heyward-Bey,,,,,,,,,,P,,,,,,,,,,Steelers,2015
Will Johnson,,,,,,,,,,P,,,,,,,,,,Steelers,2015
Jarvis Jones,,,,,,Q,P,,,,,,,,,,26,ROLB,2374228,Steelers,2015
Landry Jones,O,P,,,,,,,,,,,,,,,,,,Steelers,2015
Doug Legursky,,,,,,P,,,,,,,,,,,,,,Steelers,2015
Daniel McCullers,,,O,O,P,,,,,,,,,,,,,,,Steelers,2015
Steve McLendon,,,,,,,,,,P,,,,,,,29,NT,2808334,Steelers,2015
Heath Miller,,,,,,,,P,P,P,,Q,P,P,,P,33,TE,4151666,Steelers,2015
Mike Mitchell,,P,,,,,,,P,,,P,,P,P,P,28,FS,2508750,Steelers,2015
Isaiah Pead,,,,,,,,,,P,,,,,,,,,,Steelers,2015
Maurkice Pouncey,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2015
Ben Roethlisberger,,,,O,O,O,Q,P,,Q,,P,,,,P,,,,Steelers,2015
Ryan Shazier,,P,O,O,O,O,P,,,P,Q,P,,P,,P,23,LILB,2160730,Steelers,2015
Matt Spaeth,,,,O,P,,P,P,O,O,Q,P,P,P,P,P,32,TE,1062500,Steelers,2015
Sean Spence,,P,,,,,,,,,,O,P,,,,,,,Steelers,2015
Shaun Suisham,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2015
Shamarko Thomas,,,,,,,,,,O,P,,,,,,,,,Steelers,2015
Stephon Tuitt,,,,,,,O,O,P,,,,,,,,22,RDE,1047601,Steelers,2015
Ross Ventrone,,,,,P,,,,,,,,,,,,,,,Steelers,2015
Michael Vick,,,,,,,O,O,P,,,,,,,,,,,Steelers,2015
Cody Wallace,,,,P,,,,P,,,,,,,,,31,C,1250000,Steelers,2015
Greg Warren,,,,,,,,,,,,,P,,,,,,,Steelers,2015
Markus Wheaton,,,P,,P,,,,P,,,,,,,,24,WR,752844,Steelers,2015
DeAngelo Williams,,,,,,,,,,P,,,,P,,,32,RB,1435000,Steelers,2015
Vince Williams,,,,,,,,,,,,,,,,,,,,Steelers,2015
