Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Chase Allen,,,,O,Q,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Dolphins,2018
Kiko Alonso,,,,,,,,,,Q,,,,,Q,Q,28,LLB,7875000,Dolphins,2018
Danny Amendola,,,,,,,,,,,Q,D,Q,,,,33,WR,2950000,Dolphins,2018
Stephone Anthony,,,,,Q,,,,,,,,,,,,,,,Dolphins,2018
Brandon Bolden,,,,,Q,,,,,,,,,,,,,,,Dolphins,2018
Andre Branch,,,,O,Q,Q,,,,,,,,,,Q,,,,Dolphins,2018
Jake Brendel,IR,IR,IR,IR,IR,IR,IR,IR,,,,,O,IR,IR,IR,,,,Dolphins,2018
John Denney,,Q,,,,,,,,,,,,,,,,,,Dolphins,2018
A.J. Derby,,,,O,O,Q,Q,Q,Q,Q,IR,IR,IR,IR,IR,IR,,,,Dolphins,2018
Luke Falk,,,,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Dolphins,2018
Mike Gesicki,,,,,,,,Q,,,,,,,,,23,te,480000,Dolphins,2018
Davon Godchaux,,,,Q,,,,,,,Q,,,,,,24,LDT,555000,Dolphins,2018
Frank Gore,,,,,,,,,,,,,,,IR,IR,35,RB,1015000,Dolphins,2018
Jakeem Grant,,,,,,Q,,,,Q,IR,IR,IR,IR,IR,IR,,,,Dolphins,2018
MarQueis Gray,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Dolphins,2018
Charles Harris,,,,,,Q,O,O,O,O,,,,,,,,,,Dolphins,2018
William Hayes,,Q,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Dolphins,2018
Evander Hood,,,,,,,,,,,,,,,Q,Q,,,,Dolphins,2018
Xavien Howard,,,,,,,,,Q,,,,O,D,Q,Q,,,,Dolphins,2018
Mike Hull,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,,,Dolphins,2018
Ja'Wuan James,,,,,,,,,,Q,Q,,,,,,26,RT,9341000,Dolphins,2018
Reshad Jones,,,Q,Q,Q,,,,,,,,,,,,30,SS,970000,Dolphins,2018
Daniel Kilgore,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Dolphins,2018
Ted Larsen,,,,,,,,,,D,Q,,,,,,31,LG,1500000,Dolphins,2018
Bobby McCain,,,,,O,Q,Q,,,,,,,,,,25,RCB,705000,Dolphins,2018
T.J. McDonald,,,,,Q,Q,Q,,,,Q,,,Q,D,D,27,FS,1500000,Dolphins,2018
Kendrick Norton,,,,,,,,,,,,,,,Q,,,,,Dolphins,2018
Brock Osweiler,,,,,,,,,,,,,,,Q,,28,qb,790000,Dolphins,2018
DeVante Parker,D,Q,,Q,Q,Q,Q,,,,Q,Q,,,,,25,WR,1918165,Dolphins,2018
Josh Sitton,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Dolphins,2018
Kenny Stills,,,,,,,,O,Q,,,,,,,,26,WR,7975000,Dolphins,2018
Travis Swanson,,,,,,,,,,,,D,Q,,,,27,C,743529,Dolphins,2018
Cordrea Tankersley,,,,,,,,,O,IR,IR,IR,IR,IR,IR,IR,,,,Dolphins,2018
Ryan Tannehill,,,,,,Q,O,O,O,O,,,,,,,30,QB,790000,Dolphins,2018
Vincent Taylor,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,Dolphins,2018
Laremy Tunsil,,,,,,Q,,,,Q,,,,,,,24,LT,1582514,Dolphins,2018
Cameron Wake,,,,Q,D,D,Q,,,,,,,,,,36,LDE,8000000,Dolphins,2018
Albert Wilson,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Dolphins,2018
