Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Antonio Allen,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jets,2015
Jace Amaro,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jets,2015
Dion Bailey,,,,,P,P,P,,O,O,D,D,P,P,,,,,,Jets,2015
T.J. Barnes,,,,P,,,,,,,,,,,,,,,,Jets,2015
Tommy Bohanon,,,,,,,,,P,,,,,,,,,,,Jets,2015
Stephen Bowen,P,P,P,P,,,,,,,,,,,,,,,,Jets,2015
James Carpenter,P,P,P,P,,,,,,,,,,,,,26,LG,2375000,Jets,2015
Mike Catapano,,,,,,,,,,,,,IR,IR,IR,IR,,,,Jets,2015
Willie Colon,P,P,Q,O,Q,Q,Q,IR,O,IR,IR,IR,IR,IR,IR,IR,32,rg,665000,Jets,2015
Quinton Coples,,,,P,P,P,,,,,,,,,,,,,,Jets,2015
Antonio Cromartie,P,Q,P,P,P,,,P,D,P,,,P,,,,31,LCB,7000000,Jets,2015
Jeff Cumberland,,,,O,P,,,,,,,,,,,,28,TE,1900000,Jets,2015
Demario Davis,,,,,,,,,,,P,,,,,P,26,LILB,1686490,Jets,2015
Kellen Davis,,,,,,,,P,P,,P,,P,P,P,Q,30,TE,625000,Jets,2015
Eric Decker,,,Q,Q,P,P,Q,P,P,P,P,P,P,P,P,P,28,WR,6500000,Jets,2015
Leger Douzable,,,,,,,,,,,,,,P,,,,,,Jets,2015
Quincy Enunwa,,,,,,,,,,,,,,,Q,P,23,wr,435000,Jets,2015
Ryan Fitzpatrick,,,,,,P,,P,P,P,P,P,P,P,P,P,33,QB,3250000,Jets,2015
Nick Folk,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jets,2015
Breno Giacomini,,P,P,,,,P,,,,,,,P,P,Q,30,RT,5125000,Jets,2015
David Harris,,,,P,Q,,,,,,,,,,P,,31,RILB,7500000,Jets,2015
Damon Harrison,,,,,,P,,,,,,,,,,,27,NT,2356000,Jets,2015
Erin Henderson,P,,,,,,,,,,,,,,,P,,,,Jets,2015
Ben Ijalana,P,,,,,,,,,,,,,,,,,,,Jets,2015
Chris Ivory,P,Q,Q,P,P,,P,P,P,,,,,,,P,,,,Jets,2015
Jaiquawn Jarrett,P,P,P,P,D,D,,,,,,,,,,,,,,Jets,2015
Jeremy Kerley,P,,,,,,,,P,,,,P,P,,,,,,Jets,2015
Jamari Lattimore,,,,,P,,,,,,,,,,,,,,,Jets,2015
Nick Mangold,,,,,,,D,P,P,P,P,P,P,P,P,,,,,Jets,2015
Brandon Marshall,,,,,,P,,Q,P,P,P,P,P,P,P,P,,,,Jets,2015
Ronald Martin,,,,,,,,,,,,,,P,,,,,,Jets,2015
Lorenzo Mauldin,P,O,P,,,,,,,,,,,,,P,,,,Jets,2015
Dexter McDougle,,,,,,,P,P,P,P,,,,,P,,,,,Jets,2015
Rontez Miles,,,,,,,,,,,,,,P,,,,,,Jets,2015
Dee Milliner,IR,IR,IR,IR,IR,IR,IR,IR,,P,,,,P,D,P,,,,Jets,2015
Chris Owusu,,,O,O,D,P,,,,,,,,,,,,,,Jets,2015
Calvin Pace,,,,,,,,,,,P,Q,P,P,P,P,35,ROLB,2250000,Jets,2015
Bilal Powell,,,,,Q,O,O,D,D,P,,,,,,Q,,,,Jets,2015
Calvin Pryor,,,,,P,,O,O,O,P,,,P,,,,23,SS,1946194,Jets,2015
Ryan Quigley,,,,,,,P,,,,P,,,,,,,,,Jets,2015
Brent Qvale,,P,,,,,,,,,,,,,,,,,,Jets,2015
Trevor Reilly,,P,O,,,,,,,,,P,,,,,,,,Jets,2015
Darrelle Revis,,,Q,P,,,,,,P,O,O,P,,,,,,,Jets,2015
Sheldon Richardson,,,,,,,,,,Q,P,,,,,,25,LOLB,2431647,Jets,2015
Stevan Ridley,IR,IR,IR,IR,IR,IR,,P,P,,,,,,,,,,,Jets,2015
Buster Skrine,,,,,,P,Q,Q,Q,Q,P,P,,,,,26,DB,2750000,Jets,2015
Devin Smith,P,P,P,P,,,O,P,,,P,,,O,IR,IR,,,,Jets,2015
Geno Smith,O,O,P,,,,,P,P,,,,,,P,,,,,Jets,2015
Zach Sudfeld,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jets,2015
Kenbrell Thompkins,,,,,,,,,,,,,,,,P,,,,Jets,2015
Kevin Vickerson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jets,2015
Darrin Walls,,D,D,O,P,,,,,,,,,,,,,,,Jets,2015
Muhammad Wilkerson,,,,,P,,,,,,,,,P,,P,,,,Jets,2015
Leonard Williams,P,,,,P,,P,,,,,,,,,,21,RDE,3387430,Jets,2015
Marcus Williams,,,,,D,P,P,,,,P,D,Q,P,,,,,,Jets,2015
