Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary
Matt Barkley,IR,IR,IR,IR,IR,IR,IR,IR,,IR,IR,IR,IR,IR,IR,IR,,,
Brandon Bell,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,IR,,,,,,,
Giovani Bernard,,,,,O,O,O,O,Q,,,,,,,,,,
Tyler Boyd,,,,,,,,,,,,,,,IR,IR,24,WR,787179
Preston Brown,,Q,Q,,,,,,,IR,IR,IR,IR,IR,IR,IR,26,MLB,1000000
Vontaze Burfict,IR,IR,IR,IR,,,,O,O,Q,,,O,O,Q,O,28,RLB,3810000
Tra Carson,,,IR,IR,IR,IR,IR,IR,,IR,,IR,IR,IR,IR,IR,,,
Cethan Carter,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Cody Core,D,D,,,,,,,,,,,,,,,,,
Andy Dalton,,,,,,,,,,,,IR,IR,IR,IR,IR,31,QB,13700000
Darqueze Dennard,,,,,,,O,O,O,,,,,,,,27,DB,8526000
Tyler Eifert,,,,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Jordan Evans,,,,,,,,,,,,,,,IR,IR,23,rlb,555000
Jake Fisher,,,,,,,,,,,,IR,IR,IR,IR,IR,,,
Ryan Glasgow,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Cordy Glenn,,,,,,,,,,,Q,D,O,Q,,,29,LT,9250000
A.J. Green,,,,,,,,,O,D,Q,,IR,IR,IR,IR,30,WR,10550000
Davontae Harris,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,IR,,,,,
Trayvon Henderson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Ryan Hewitt,IR,IR,,,IR,,,,IR,IR,IR,,,,,,,,
William Jackson III,,,,,,Q,,,,,,,,,,,26,RCB,1332331
Malik Jefferson,,,,,,,,,,,,,,,IR,IR,,,
Michael Johnson,,,Q,,,,,,,,,,,Q,,,31,RDE,4550000
Dre Kirkpatrick,,,,,,,,,,Q,Q,,O,Q,,IR,29,LCB,4750000
Tyler Kroft,,,,,,IR,IR,IR,IR,O,IR,IR,IR,IR,IR,IR,,,
Carl Lawson,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,
Javarius Leamon,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Josh Malone,,,,,,,,,O,O,O,O,Q,,,,,,
Tony McRae,,,,,,,,,,,,O,O,Q,O,O,,,
Joe Mixon,,,O,O,,,,,,,,,,,,,22,RB,712735
Cedric Ogbuehi,,,,,,Q,,,,,,,,,,,,,
Billy Price,,,O,O,O,O,O,D,,,,,,,,,24,C,480000
Alex Redmond,,,,,,,,,D,,,,,,,,23,RG,555000
John Ross,,,,,O,Q,,O,,Q,,,,,,,23,WR,1242994
KeiVarae Russell,,,,,,,,,,,,,,D,,,,,
Mason Schreck,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Rod Taylor,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Josh Tupou,,,,,,,,,,,IR,IR,IR,IR,IR,IR,,,
Nick Vigil,,,,,,,O,O,O,O,O,,,,,,25,LLB,630000
Adolphus Washington,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,,,
Christian Westerman,IR,IR,,,,,,,,,,,,,,,,,
Shawn Williams,,,,,,,Q,,,,,,,,,,27,SS,3200000
