Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Cliff Avril,,,,,,,P,P,,P,,,P,P,P,P,29,RDE,8000000,Seahawks,2015
Doug Baldwin,,,,,,,,,,P,P,,,,Q,,27,WR,4650000,Seahawks,2015
Michael Bennett,,P,P,P,,P,,P,P,P,P,P,P,P,Q,P,,,,Seahawks,2015
Justin Britt,,,,,,,P,,,,,,,,,,24,LG,785666,Seahawks,2015
Marcus Burley,,,,,O,O,O,P,,,,Q,,,,,,,,Seahawks,2015
Kam Chancellor,,,,,,,P,,,,,,,Q,Q,Q,,,,Seahawks,2015
Frank Clark,,,,,,D,P,,,,,,,,,,,,,Seahawks,2015
Derrick Coleman,,,,,,,O,P,,,,,,,,,,,,Seahawks,2015
Brock Coyle,,,,,,Q,IR,IR,IR,IR,IR,IR,IR,,,,,,,Seahawks,2015
Demarcus Dobbs,,P,,Q,D,Q,Q,P,,P,,O,O,P,,,,,,Seahawks,2015
Garry Gilliam,,Q,,,,,P,,,,P,,,,,,25,RT,514000,Seahawks,2015
Jimmy Graham,,,,,,,,,,,,IR,IR,IR,IR,IR,29,TE,8000000,Seahawks,2015
Cooper Helfet,P,,,,,,,,,,,,,,,,,,,Seahawks,2015
Jordan Hill,,,,,,D,O,P,,,,O,O,O,D,Q,,,,Seahawks,2015
Bruce Irvin,,Q,,,,,,,,O,D,,,,,,28,LLB,2895542,Seahawks,2015
Fred Jackson,,,,,Q,,,,,,,,,,,,,,,Seahawks,2015
Tarvaris Jackson,P,,P,,,,,,,,,,,,,,,,,Seahawks,2015
Jermaine Kearse,,,,,,,,,,,,,,,P,,25,WR,2356000,Seahawks,2015
Jeremy Lane,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,P,,,P,,,,,Seahawks,2015
Patrick Lewis,,,,,,,O,P,,,Q,P,,,,,24,C,585000,Seahawks,2015
Tyler Lockett,,,,,,,P,,,,,,,,,,,,,Seahawks,2015
Ricardo Lockette,,,,,P,,,,O,IR,IR,IR,IR,IR,IR,IR,,,,Seahawks,2015
Marshawn Lynch,P,P,Q,Q,O,Q,P,P,Q,Q,O,O,O,O,O,O,29,rb,8500000,Seahawks,2015
Anthony McCoy,,,,,,,,,,,,,,IR,D,IR,,,,Seahawks,2015
Brandon Mebane,,,,Q,P,,,,,,,,,,,,30,RDT,5700000,Seahawks,2015
Nick Moody,,,,,,D,O,P,,,,,,,,,,,,Seahawks,2015
Mike Morgan,O,O,P,P,,,,,,,,,,,,,,,,Seahawks,2015
Russell Okung,,,,,,,,Q,P,P,,,,,Q,D,27,LT,7280000,Seahawks,2015
Kevin Pierre-Louis,,,,Q,D,P,,,,,,,,,,,,,,Seahawks,2015
Thomas Rawls,,,,,,,,P,,,P,,,IR,IR,IR,22,RB,440000,Seahawks,2015
Paul Richardson,IR,IR,IR,IR,IR,IR,IR,IR,,IR,IR,O,IR,IR,IR,IR,,,,Seahawks,2015
DeShawn Shead,,,,,,,,,,,,,,Q,P,,26,rcb,660000,Seahawks,2015
Richard Sherman,,,,,,,P,,,,,,,,,,,,,Seahawks,2015
Tharold Simon,Q,Q,IR,IR,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Seahawks,2015
Tye Smith,,,,,D,D,P,,,,,,,,,,,,,Seahawks,2015
J.R. Sweezy,,,,,,,,,,,P,,,,,O,26,RG,1556212,Seahawks,2015
Steven Terrell,,,O,O,P,,,,,,,,,,,,,,,Seahawks,2015
Earl Thomas,,,,,,,,,,,,P,,,,,,,,Seahawks,2015
Will Tukuafu,,Q,,,,,,,,,,Q,,,,,,,,Seahawks,2015
Bobby Wagner,,P,P,P,,Q,P,,,,,,,,,,,,,Seahawks,2015
Cary Williams,,,P,,,,,,,P,,,,,,,31,RCB,4666666,Seahawks,2015
Jesse Williams,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Seahawks,2015
Luke Willson,,,Q,P,,,,,P,P,,,,P,,O,25,te,629633,Seahawks,2015
K.J. Wright,,,,P,,,,,,P,,,,,,,26,RLB,4750000,Seahawks,2015
