Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Kwon Alexander,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,24,mlb,1907000,Buccaneers,2018
Beau Allen,,,O,O,Q,,,,,,,,,Q,,,27,RDT,2250000,Buccaneers,2018
Sergio Bailey,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2018
Tavaris Barnes,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2018
Kendell Beckwith,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2018
Devante Bond,IR,IR,IR,IR,IR,,,,,,,,,,,Q,25,LLB,407647,Buccaneers,2018
Riley Bullough,IR,IR,IR,IR,IR,IR,,,,,,,IR,,,,,,,Buccaneers,2018
Jack Cichy,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2018
Chris Conte,,,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2018
Alan Cross,,,,,,,,,,,,,,,IR,IR,,,,Buccaneers,2018
Vinny Curry,,,,,,O,O,Q,O,O,Q,,,,,,30,lde,3000000,Buccaneers,2018
Lavonte David,,,,,,,,,,O,O,Q,,,,,28,RLB,8750000,Buccaneers,2018
Carlton Davis,,,,Q,Q,Q,,,,,,O,D,Q,,,22,LCB,480000,Buccaneers,2018
Evan Dietrich-Smith,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2018
Demar Dotson,,,,,,,,,,,,D,Q,Q,,,33,RT,3975000,Buccaneers,2018
Justin Evans,,,,,,,,,,O,O,Q,IR,IR,IR,IR,23,FS,701332,Buccaneers,2018
Maurice Fleming,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2018
Cole Gardner,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2018
Brent Grimes,D,O,Q,,,,,,,,,Q,Q,,,,35,RCB,3500000,Buccaneers,2018
Vernon Hargreaves III,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2018
De'Vante Harris,D,IR,IR,IR,IR,IR,,,,,,,,,,,,,,Buccaneers,2018
O.J. Howard,,,,,Q,,,,,,IR,IR,IR,IR,IR,IR,24,TE,969301,Buccaneers,2018
DeSean Jackson,,Q,,,,,,,,,Q,O,O,O,Q,D,32,WR,11000000,Buccaneers,2018
Ryan Jensen,,,Q,,,,,,,Q,Q,,,,,,27,C,2000000,Buccaneers,2018
Isaiah Johnson,,,,,,,,,,,,,O,Q,,,,,,Buccaneers,2018
Ronald Jones II,,,,,,,,O,O,O,Q,,,,,,,,,Buccaneers,2018
Gerald McCoy,,,,,,O,O,Q,,,,,,,,,30,LDT,12250000,Buccaneers,2018
Kevin Minter,,,,,,,,,,,,,,IR,IR,IR,,,,Buccaneers,2018
Carl Nassib,,,,,,,,,,Q,,,,,,D,25,LDE,773000,Buccaneers,2018
Rakeem Nunez-Roches,,,,,,,,,,,,Q,,,,,,,,Buccaneers,2018
Jason Pierre-Paul,,Q,,,,,,,,,Q,,Q,Q,,Q,29,RDE,11250000,Buccaneers,2018
Garrison Sanborn,,,,,,,,,,,Q,,,,,,,,,Buccaneers,2018
Charles Sims,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2018
Donovan Smith,Q,,,,,,,,,,,,,,,,25,LT,1162571,Buccaneers,2018
M.J. Stewart,,,,,,,,O,O,O,O,O,Q,,,,23,db,480000,Buccaneers,2018
Adarius Taylor,,,,,,,,,,,,,,Q,,,28,MLB,790000,Buccaneers,2018
Stevie Tu'ikolovatu,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2018
Mitch Unrein,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2018
Jordan Whitehead,,,,Q,Q,Q,,,,,Q,,,,,,21,SS,480000,Buccaneers,2018
Marcus Williams,,,O,Q,O,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,Buccaneers,2018
Shaun Wilson,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2018
