Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Chris Boswell,,,,,,,,,,,,Q,Q,,,,,,,Steelers,2016
Anthony Chickillo,,,,,,,,,,,,,,,Q,Q,24,LOLB,525000,Steelers,2016
Sammie Coates,,,,,,Q,,,,,,,,,D,,23,wr,682878,Steelers,2016
Jordan Dangerfield,,,,,,,,,O,Q,,,,,,,,,,Steelers,2016
Bud Dupree,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,,Steelers,2016
Ramon Foster,,,Q,O,,,,,,,,,Q,,,,30,LG,2416666,Steelers,2016
William Gay,,,,,,,,Q,,,,,,,,,31,LCB,2483333,Steelers,2016
Justin Gilbert,,,,,O,,,,,,,,,,,,,,,Steelers,2016
Marcus Gilbert,,,,,O,O,O,,,,,,,,,,28,RT,4068500,Steelers,2016
Robert Golden,,,,O,O,,,,,,,,,,,O,26,ss,1176666,Steelers,2016
Senquez Golson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2016
Bruce Gradkowski,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2016
Ladarius Green,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,D,O,,,,Steelers,2016
Xavier Grimble,,,,,,,,,,Q,O,,,,,Q,,,,Steelers,2016
Javon Hargrave,,,,,,,,,,,,,D,,,,23,NT,623314,Steelers,2016
Ryan Harris,,,,,IR,IR,IR,,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2016
James Harrison,,,,,,,,,,,,,,,,,38,ROLB,1500000,Steelers,2016
Jerald Hawkins,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2016
Cameron Heyward,,,,,,O,O,,,O,IR,IR,IR,IR,IR,IR,27,LDE,10400000,Steelers,2016
Darrius Heyward-Bey,,,,,,,,,O,O,O,O,O,O,Q,,,,,Steelers,2016
Steven Johnson,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2016
Cole Manhart,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2016
Ricardo Mathews,,,,,,,,,,,,,,,Q,,29,lde,600000,Steelers,2016
Roosevelt Nix,O,O,D,O,O,,,,,,,,,,,,,,,Steelers,2016
Ben Roethlisberger,,,,,,,O,Q,,,,,,,,,,,,Steelers,2016
Eli Rogers,,,,O,O,,,,,,,,,,,,24,WR,451666,Steelers,2016
Ryan Shazier,,Q,,O,O,O,,,,,,,,,,,,,,Steelers,2016
Shamarko Thomas,,,,,,O,O,,,O,O,,IR,IR,O,IR,,,,Steelers,2016
Fitzgerald Toussaint,,,,,,,,,,,,,,,,,,,,Steelers,2016
Stephon Tuitt,,,,,,,,,,,,,,,Q,O,23,RDE,1257122,Steelers,2016
Valerian Ume-Ezeoke,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2016
Cody Wallace,O,IR,IR,IR,IR,IR,IR,IR,IR,,IR,IR,IR,IR,IR,IR,,,,Steelers,2016
Markus Wheaton,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2016
DeAngelo Williams,,,,,,,O,Q,O,O,O,O,Q,,,,,,,Steelers,2016
Vince Williams,,,,,,,,,,,,,,,,,,,,Steelers,2016
