Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Giovani Bernard,,,,,,,,,,,IR,IR,IR,IR,IR,IR,,,,Bengals,2016
Andrew Billings,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bengals,2016
Clint Boling,,,,,Q,,,,,,,,,,IR,IR,27,LG,4750000,Bengals,2016
Chykie Brown,,,,,,,,,,,,IR,IR,IR,IR,IR,,,,Bengals,2016
Vontaze Burfict,,,,,,,,,,,,,,,O,D,26,RLB,3322059,Bengals,2016
Darqueze Dennard,D,,Q,,,,,,,,,,,,,,,,,Bengals,2016
Tyler Eifert,O,O,D,D,O,O,Q,,,,,,,,IR,IR,,,,Bengals,2016
Jake Fisher,,,,,Q,,,,,,,,,,,,,,,Bengals,2016
Wallace Gilberry,,,Q,,,,,,,Q,,O,O,D,,,,,,Bengals,2016
A.J. Green,,,,,,,,,,,O,O,O,D,IR,O,,,,Bengals,2016
Marcus Hardison,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bengals,2016
Clark Harris,,,,,,,,,,,Q,D,Q,Q,,,,,,Bengals,2016
Jeremy Hill,,,,,,,,,,,,,,,Q,Q,24,RB,1023710,Bengals,2016
William Jackson III,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bengals,2016
Michael Johnson,,,,,,,,,Q,,,,,,Q,,29,RDE,6125000,Bengals,2016
Dre Kirkpatrick,,,,D,,,,,,,,,,,,,27,LCB,7507000,Bengals,2016
Tyler Kroft,,,,,,,,,,,,,,,O,D,24,TE,712444,Bengals,2016
Rey Maualuga,,,,,,,,,O,,,,,,,,29,MLB,4084375,Bengals,2016
Cedric Ogbuehi,,,,,,,,,,,,,,,,IR,24,RT,2119472,Bengals,2016
Cedric Peerman,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,Bengals,2016
Pat Sims,,Q,,,,,,,,,,,,,,,,,,Bengals,2016
Derron Smith,,,,Q,,,,,,,Q,O,O,Q,,,,,,Bengals,2016
Brandon Thompson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bengals,2016
C.J. Uzomah,,,,,,,,,,D,D,D,O,Q,,,23,TE,578190,Bengals,2016
Shawn Williams,,,,,,,,,,,D,,,,,,25,SS,4188986,Bengals,2016
Eric Winston,,,Q,,,,,,,,,,,,,,,,,Bengals,2016
