Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Jared Abbrederis,,,,,,,,,,O,O,P,,,,,,,,Packers,2015
Davante Adams,,,Q,Q,Q,Q,P,,,,P,,,Q,,,23,WR,893955,Packers,2015
David Bakhtiari,,,,,,,,,,P,P,,P,P,Q,Q,24,LT,698850,Packers,2015
Sam Barrington,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2015
Josh Boyd,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2015
Bryan Bulaga,,O,O,O,Q,P,,,P,P,P,Q,Q,P,P,P,26,RT,3568750,Packers,2015
Morgan Burnett,Q,Q,Q,Q,Q,Q,P,,P,P,P,,,,,,26,SS,5131250,Packers,2015
Randall Cobb,P,P,P,P,P,P,,,,,,,,,,,25,WR,5350000,Packers,2015
Mike Daniels,,,,,,,,,,,,,,Q,P,Q,26,RDE,1617146,Packers,2015
Jayrone Elliott,,P,,,P,,,,,P,P,,,,O,O,,,,Packers,2015
Brett Goode,,,,,,,,,,,,,,,IR,IR,,,,Packers,2015
Demetri Goodson,,,O,D,Q,P,,,,,,P,,,,,,,,Packers,2015
Letroy Guion,,,,,,,,,,,,,,,Q,P,,,,Packers,2015
Ladarius Gunter,,,,,,Q,,,,,,,,,,,,,,Packers,2015
Casey Hayward,,,,,,,,,P,,,,,P,,P,26,DB,1053154,Packers,2015
Micah Hyde,,,,,,,,,P,Q,Q,P,,,,,25,ss,629527,Packers,2015
Datone Jones,,,,P,,,,,,,,,,,,,,,,Packers,2015
James Jones,,,,,P,P,,,P,P,,,,,,,31,WR,585000,Packers,2015
Eddie Lacy,,,Q,P,,,,,Q,P,P,,,,P,P,25,RB,925203,Packers,2015
T.J. Lang,,,,,,P,,,P,Q,P,Q,P,Q,P,P,28,RG,5800000,Packers,2015
Corey Linsley,,,,,,,,,,,Q,Q,D,Q,P,P,24,C,556250,Packers,2015
Clay Matthews,,,,,P,,,P,P,P,P,,P,P,P,P,,,,Packers,2015
Ty Montgomery,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2015
Andy Mulumba,,,,,,,,,,,,,,,,,,,,Packers,2015
Mike Neal,,,Q,P,,,,,Q,P,,,,,,Q,28,ROLB,4250000,Packers,2015
Jordy Nelson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2015
Nate Palmer,,,,,,,P,,,,,P,,,,,26,LILB,609724,Packers,2015
Mike Pennel,,,,,,,,,,,Q,,,,,,24,lde,511166,Packers,2015
Justin Perillo,,,,,,,,,,,,,,,Q,O,,,,Packers,2015
Nick Perry,,,,,,D,Q,P,P,P,,,Q,P,,P,,,,Packers,2015
Andrew Quarless,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,Packers,2015
B.J. Raji,,,,,,D,Q,,,,,,,,,Q,29,NT,1750000,Packers,2015
Damarious Randall,,,,,,,Q,,P,,Q,Q,P,,,,23,LCB,1439224,Packers,2015
Sean Richardson,,,Q,P,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2015
Aaron Ripkowski,,,Q,P,,,,P,,,P,,,,,,,,,Packers,2015
Aaron Rodgers,,,,,,,,,,P,,,,,,,,,,Packers,2015
Richard Rodgers,,,,,,,,,,,,,,,,,23,TE,649004,Packers,2015
Quinten Rollins,,,,,,,,Q,P,,,,,,P,,,,,Packers,2015
Jake Ryan,,,,D,D,P,,,,,,,,,,,23,lilb,549169,Packers,2015
Sam Shields,,,,,,,,Q,Q,,,,,O,D,Q,28,RCB,9062500,Packers,2015
Josh Sitton,,,,,,,,,P,P,P,P,P,P,P,P,,,,Packers,2015
James Starks,,,,,,,Q,,,,,,,,,,,,,Packers,2015
Lane Taylor,,,,,,,,,,,,,,,,,,,,Packers,2015
J.C. Tretter,,,,,,,,,,,,Q,,,,,,,,Packers,2015
