Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Allen Barbre,,,,,,,,O,O,,,,,Q,Q,D,32,LG,1750000,Eagles,2016
Kenjon Barner,,,,,,,,,,,,,,,IR,IR,,,,Eagles,2016
Ron Brooks,,,,,,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,28,db,800000,Eagles,2016
Terrence Brooks,,,,,,,,,O,O,,,,,,,,,,Eagles,2016
Trey Burton,Q,,,,,,,,Q,,,,,,,,,,,Eagles,2016
Brent Celek,,,,,,,,,Q,,,,,Q,,,31,TE,1000000,Eagles,2016
Fletcher Cox,,,,,Q,,,,,,,,,,,,,,,Eagles,2016
Vinny Curry,Q,,,,,,,,,,,,,,,,,,,Eagles,2016
Jon Dorenbos,,,,,,,,,,,,,,IR,IR,IR,,,,Eagles,2016
Zach Ertz,,O,O,,,,,,,Q,,,,,,,26,TE,1138527,Eagles,2016
Dorial Green-Beckham,,,,,,,,,,,,,Q,Q,,,23,wr,689709,Eagles,2016
Kamu Grugier-Hill,,,,,,,O,O,D,,,,,Q,,,,,,Eagles,2016
Jordan Hicks,,,,,,,,,,,,,,,,Q,24,MLB,543000,Eagles,2016
Mychal Kendricks,,,Q,,,Q,,,,,,,,,,Q,26,RLB,2850000,Eagles,2016
Ryan Mathews,,,,,,,,,,,O,O,Q,,,IR,29,RB,3000000,Eagles,2016
Jordan Matthews,,,,,,,,,,Q,,Q,Q,Q,Q,Q,24,WR,869934,Eagles,2016
Alex McCalister,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Eagles,2016
Leodis McKelvin,,O,O,,Q,Q,,,Q,,,,,,,,31,LCB,2500000,Eagles,2016
Isaac Seumalo,,,O,,,,,,,,,,,,Q,Q,,,,Eagles,2016
Wendell Smallwood,,,,,,,,,,,,,,IR,IR,IR,,,,Eagles,2016
Darren Sproles,,,,,,,,,,,,,,O,,,,,,Eagles,2016
Matt Tobin,,,,,,,,,,,,,,IR,IR,IR,,,,Eagles,2016
Bryce Treggs,O,,,,,,,,,,,,,,,,,,,Eagles,2016
Halapoulivaati Vaitai,,,,,,,,,,,O,O,O,O,Q,,23,RT,450000,Eagles,2016
Joe Walker,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Eagles,2016
