Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Robert Alford,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2019
Zach Allen,,,,,O,Q,O,O,O,O,IR,IR,IR,IR,IR,IR,,,,Cardinals,2019
Tramaine Brock,,,,,Q,,,,,O,Q,,,,,,31,rcb,1000000,Cardinals,2019
Miles Brown,,,,Q,,,,,,,,,,,,,,,,Cardinals,2019
Jonathan Bullard,,Q,Q,,,,,,,,O,Q,IR,IR,IR,IR,26,LDE,,Cardinals,2019
Hakeem Butler,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2019
Damiere Byrd,,,,O,Q,Q,,,,,,,,,,,,,,Cardinals,2019
Charles Clay,,,,,,,,,,,,,,,,Q,30,TE,1150000,Cardinals,2019
Darrell Daniels,,,,,,,,,,,,,,,,IR,,,,Cardinals,2019
Chase Edmonds,,,,,,,,,O,O,O,,,,,,,,,Cardinals,2019
D.J. Foster,,,,,,,O,O,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2019
Lamont Gaillard,O,O,O,Q,,,,,,,,,,,,,,,,Cardinals,2019
Max Garcia,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,,,Q,,,,,,,Cardinals,2019
Dennis Gardeck,,,,,O,O,Q,Q,,,,,,,,,,,,Cardinals,2019
Marcus Gilbert,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2019
Rodney Gunter,,,,,,,,,,,,,,IR,IR,IR,27,DE,1000000,Cardinals,2019
Jordan Hicks,,,,,,,,Q,,,,,,,,,27,RILB,2000000,Cardinals,2019
Andy Isabella,,,,,,,,,,,,,,Q,,,,,,Cardinals,2019
David Johnson,,,,,,Q,Q,Q,Q,,,,,,,,28,RB,5700000,Cardinals,2019
Chris Jones,,,Q,,,,,,,,,,,,,,,,,Cardinals,2019
Zach Kerr,,,,,,,Q,,,,Q,,,,,,,,,Cardinals,2019
Christian Kirk,,,,,O,Q,Q,Q,,,,,,,Q,,23,WR,747948,Cardinals,2019
Andy Lee,,,,Q,Q,Q,Q,,,,,,,,,,,,,Cardinals,2019
Clinton McDonald,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2019
Joshua Miles,,,,,,,Q,,,,,,,,,,,,,Cardinals,2019
Jordan Mills,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2019
Byron Murphy,,,,,,,,,,,,,Q,,,,21,LCB,495000,Cardinals,2019
Justin Murray,,,,,,,,,Q,Q,Q,,,,,,26,RT,,Cardinals,2019
Kyler Murray,,,,,,,,,,,,Q,,,,Q,22,QB,495000,Cardinals,2019
Rees Odhiambo,IR,,,,,,,,,,,,,,,,,,,Cardinals,2019
Kevin Peterson,,,,,,,,,,,,,Q,Q,IR,IR,,,,Cardinals,2019
Justin Pugh,,,,,Q,,,,,,,,,Q,Q,,29,LG,5000000,Cardinals,2019
Haason Reddick,Q,,,,,Q,,Q,,,,,,,,,25,lilb,1690270,Cardinals,2019
Brooks Reed,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2019
Caraun Reid,,,,,,,,,,,,,,,Q,,,,,Cardinals,2019
Josh Shaw,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,Cardinals,2019
A.Q. Shipley,,,,,,,,,,,,,Q,,,,33,C,805000,Cardinals,2019
Terrell Suggs,,,,,Q,Q,,,,Q,Q,,,,,,37,ROLB,3000000,Cardinals,2019
William Sweet,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2019
Pita Taumoepenu,IR,IR,,,,,,,,,,,,,,,,,,Cardinals,2019
Deionte Thompson,,,,,,,,,,Q,,,,,,,,,,Cardinals,2019
Jalen Thompson,,,,,,,,,,,,,Q,,,,21,SS,495000,Cardinals,2019
Brett Toth,,,,,,,O,IR,IR,IR,IR,IR,IR,IR,,,,,,Cardinals,2019
Zeke Turner,Q,,Q,,Q,O,Q,Q,,,,,,,,,,,,Cardinals,2019
Tanner Vallejo,,,,,,,,,,,,,,,IR,IR,,,,Cardinals,2019
Joe Walker,,,,,,,,,,,,,,Q,,,27,IL,645000,Cardinals,2019
Charles Washington,,,,O,O,O,Q,,,,,,,,,,,,,Cardinals,2019
Brandon Williams,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2019
Maxx Williams,,,,,,,Q,,,,,,,,,,25,TE,805000,Cardinals,2019
Trevor Williams,,,,,,Q,,,,,,,,,,,,,,Cardinals,2019
