Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Dwayne Allen,,,,,,,,,,,O,O,Q,,,Q,28,TE,3380000,Patriots,2018
Darren Andrews,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2018
Ja'Whaun Bentley,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2018
Braxton Berrios,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2018
Brandon Bolden,,,,,IR,,,IR,,,,,,,,,,,,Patriots,2018
Tom Brady,,,,,,,,,,,Q,,,,,,,,,Patriots,2018
Kenny Britt,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2018
Malcom Brown,,,,,,Q,Q,,,,,,,,,,24,RDT,1473167,Patriots,2018
Trent Brown,,,,,,,,Q,Q,Q,,,,,,,25,LT,190700,Patriots,2018
Rex Burkhead,,Q,,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,Patriots,2018
Adam Butler,,,,,Q,,,,,,,,,,,,,,,Patriots,2018
Marcus Cannon,Q,Q,Q,Q,,,O,Q,Q,,,,,,,,30,RT,4000000,Patriots,2018
Joe Cardona,,,,,,,,,Q,,,,,,,,,,,Patriots,2018
Patrick Chung,,,D,Q,,,,,,,,,,,,,31,SS,915000,Patriots,2018
Keion Crossen,IR,Q,Q,Q,,,,,,IR,,IR,IR,,,,,,,Patriots,2018
Duke Dawson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2018
Nate Ebner,Q,,Q,Q,,,,,,,Q,,,,,,,,,Patriots,2018
Julian Edelman,,,,,,,Q,,Q,,,,,,,,32,WR,1529412,Patriots,2018
Trey Flowers,,,D,Q,,,,,,,,,,,,,25,LDE,1907000,Patriots,2018
Stephon Gilmore,,,,,,,,,,,,,Q,,,,,,,Patriots,2018
Josh Gordon,,,Q,Q,Q,Q,Q,Q,Q,,,,,,,,27,WR,790000,Patriots,2018
Nicholas Grigsby,,,,,,,,,Q,,,,,,,,,,,Patriots,2018
Geneo Grissom,,,,Q,Q,Q,Q,Q,Q,,,,,,,,,,,Patriots,2018
Rob Gronkowski,,,,Q,Q,Q,Q,Q,Q,Q,Q,,,,,,29,TE,8000000,Patriots,2018
Dont'a Hightower,,,,,,,,Q,Q,Q,,,,,,,28,LLB,5750000,Patriots,2018
Jeremy Hill,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2018
Chris Hogan,,,,,,Q,,,,,,,,,,,31,wr,3000000,Patriots,2018
Jacob Hollister,Q,,O,Q,Q,,Q,O,Q,Q,,,,,,IR,,,,Patriots,2018
Ryan Izzo,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2018
Ulrick John,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2018
Cyrus Jones,IR,IR,,,IR,,,IR,,IR,,,,,IR,,,,,Patriots,2018
Brandon King,,,,Q,,,,,,,,,,,Q,Q,,,,Patriots,2018
Shaq Mason,,,,,,,,,O,Q,Q,,,,,,25,RG,907000,Patriots,2018
Jordan Matthews,IR,IR,,,IR,IR,,IR,IR,,,IR,,,,,,,,Patriots,2018
Sony Michel,Q,Q,,,,Q,Q,D,Q,Q,Q,,,,,,23,RB,480000,Patriots,2018
Cordarrelle Patterson,,,,,,,,,Q,,,,,,,Q,27,wr,3000000,Patriots,2018
Elandon Roberts,,,,,Q,,,,,,,,,Q,,,24,RLB,630000,Patriots,2018
Eric Rowe,,,Q,Q,Q,Q,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2018
Christian Sam,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2018
Brian Schwenke,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2018
Danny Shelton,,,,,Q,Q,,,,,,,,,,,,,,Patriots,2018
John Simon,,,,,,Q,Q,Q,Q,,,,,,,,,,,Patriots,2018
Matthew Slater,,,,,,,,,,Q,,,,,,,,,,Patriots,2018
Nate Theaker,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2018
LaAdrian Waddle,,,,,,,,,,,,,,,,Q,,,,Patriots,2018
Deatrich Wise Jr.,,,,,,,Q,Q,,,,,,,,,,,,Patriots,2018
Isaiah Wynn,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2018
