Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Sam Acho,,,,,,Q,Q,,,,,,,,,,28,lolb,680000,Bears,2016
Mike Adams,,,,,,,,,,,,,IR,IR,IR,IR,,,,Bears,2016
Adrian Amos,,,Q,,,,,,,,,Q,,,,,23,FS,583070,Bears,2016
Jonathan Anderson,,,,,,,,,,,,,Q,,,,,,,Bears,2016
Johnthan Banks,,,,,,,,,,,,,Q,Q,,,,,,Bears,2016
Lamin Barrow,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bears,2016
Nick Becton,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bears,2016
Josh Bellamy,Q,,,,,,,,,,,,Q,,,,,,,Bears,2016
Brandon Boykin,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bears,2016
Jonathan Bullard,,,,Q,Q,,,,,,,,,,,,,,,Bears,2016
Deon Bush,Q,,,,,,,,,,,,,,,Q,23,ss,581554,Bears,2016
Bryce Callahan,Q,,Q,,,Q,Q,Q,Q,Q,,,,Q,Q,Q,25,DB,525000,Bears,2016
Ka'Deem Carey,,,D,D,Q,Q,Q,,,,,,,,Q,,,,,Bears,2016
Jay Cutler,,,D,D,D,D,D,,,,IR,,IR,IR,IR,IR,33,qb,17000000,Bears,2016
Ego Ferguson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bears,2016
Leonard Floyd,,,,,Q,Q,Q,,,,O,Q,,,,D,24,LOLB,2869611,Bears,2016
Jerrell Freeman,,,,,,Q,Q,,,,,,,,,,30,LILB,4000000,Bears,2016
Kyle Fuller,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bears,2016
Eddie Goldman,,,D,D,D,D,D,D,Q,Q,,,,IR,IR,IR,22,nt,1292344,Bears,2016
Hroniss Grasu,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bears,2016
Deiondre' Hall,,,,,D,O,O,O,O,D,Q,Q,,,,,,,,Bears,2016
Lamarr Houston,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bears,2016
Brian Hoyer,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,31,qb,2000000,Bears,2016
Christian Jones,,,,,,,,,,,Q,,,,,,,,,Bears,2016
Harold Jones-Quartey,,,,Q,,,,,,,,,,,,,23,SS,525000,Bears,2016
Eric Kush,,,,,,,,,,,,,,,O,,,,,Bears,2016
Nick Kwiatkoski,,,,,Q,,,,,,,,,,,,23,lilb,593780,Bears,2016
Jeremy Langford,,,,D,D,D,D,Q,,,,,,,,,,,,Bears,2016
Paul Lasike,Q,,,,,,,,,,,,,,,,,,,Bears,2016
Cre'von LeBlanc,,,,,,,,,,,,,,,Q,Q,22,RCB,450000,Bears,2016
Charles Leno Jr.,,,,,Q,,,,,,,,,,,,25,LT,611628,Bears,2016
Kyle Long,Q,,,,,Q,,IR,,IR,IR,IR,IR,IR,IR,IR,28,RG,4250000,Bears,2016
Danny Mason,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bears,2016
Bobby Massie,,,Q,,,Q,,,,D,,,,,,Q,27,RT,5818750,Bears,2016
Sherrick McManis,,,,Q,Q,,,,,,,,,,,,,,,Bears,2016
Pernell McPhee,IR,IR,IR,IR,IR,IR,,Q,Q,Q,,,,,,Q,,,,Bears,2016
Cameron Meredith,,,,,,,,Q,,,,,,,,,24,WR,527000,Bears,2016
Zach Miller,,,,,Q,Q,Q,,,,IR,IR,IR,IR,IR,IR,32,TE,2968750,Bears,2016
Tracy Porter,,,Q,Q,Q,Q,Q,Q,Q,Q,,,,,,Q,30,LCB,3868750,Bears,2016
Chris Prosinski,,,Q,,,,,,,,,,,,,,,,,Bears,2016
MyCole Pruitt,O,,Q,,,,,Q,,,,,,,,,,,,Bears,2016
Roy Robertson-Harris,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bears,2016
Eddie Royal,,,,,Q,Q,O,D,Q,Q,Q,IR,IR,IR,IR,IR,,,,Bears,2016
Connor Shaw,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bears,2016
Josh Sitton,,,Q,Q,,Q,D,Q,,Q,D,Q,,,,,,,,Bears,2016
Will Sutton,,,Q,,,,,,,IR,IR,IR,IR,IR,IR,IR,25,NT,761517,Bears,2016
Deonte Thompson,Q,,,,,,,,,,,,,,,,27,wr,680000,Bears,2016
Danny Trevathan,,,O,D,Q,,,,,,,IR,IR,IR,IR,IR,26,RILB,6350000,Bears,2016
Mitch Unrein,,,,,,,,,Q,D,Q,,,,,,29,RDE,1110000,Bears,2016
Kevin White,Q,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Bears,2016
Marquess Wilson,IR,IR,IR,IR,IR,IR,IR,IR,IR,Q,,,Q,O,IR,IR,,,,Bears,2016
Willie Young,,,Q,Q,Q,Q,,,,Q,,Q,,,Q,Q,31,ROLB,1682787,Bears,2016
