Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Odell Beckham Jr.,,,,,,,,,,,,,,,,Q,27,WR,16750000,Browns,2019
Joel Bitonio,,Q,,,,,,,,,,,,,,,,,,Browns,2019
Pharaoh Brown,,,,,,,,O,,,,,,,,Q,25,TE,570000,Browns,2019
Morgan Burnett,,,Q,Q,Q,,,,,,IR,IR,IR,IR,IR,IR,30,FS,1000000,Browns,2019
Daniel Ekuale,,,,,,,,O,IR,IR,IR,IR,IR,IR,IR,IR,,,,Browns,2019
Lo Falemaka,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Browns,2019
Drew Forbes,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,Browns,2019
Phillip Gaines,IR,,,,,,,,,,,,,,,,,,,Browns,2019
Demetrius Harris,,,,,,,,,,,,,Q,,,,28,te,1250000,Browns,2019
Willie Harvey,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Browns,2019
Rashard Higgins,,Q,Q,Q,Q,,,,,,,,,,,,,,,Browns,2019
Dontrell Hilliard,,O,,,,,,,,,,,,,Q,IR,,,,Browns,2019
KhaDarel Hodge,,,,,,,,,,,,Q,,,,,,,,Browns,2019
Chris Hubbard,,,Q,Q,Q,,,,,,,,Q,Q,,,28,RT,6150000,Browns,2019
Robert Jackson,,,,,,,,,,,,,O,IR,IR,IR,,,,Browns,2019
Kyle Kalis,IR,IR,,,,,,,,,,,,,,,,,,Browns,2019
Joe Kerridge,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,,,,Browns,2019
Christian Kirksey,,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Browns,2019
Kendall Lamm,,O,O,O,O,Q,Q,Q,Q,Q,,,,,Q,Q,,,,Browns,2019
D.J. Montgomery,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Browns,2019
Eric Murray,,,,,,,,O,O,O,O,O,D,O,Q,,,,,Browns,2019
David Njoku,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,Browns,2019
Damarious Randall,,O,O,,,,O,O,Q,,,,,,,,27,FS,9069000,Browns,2019
Sheldrick Redwine,,,Q,Q,Q,,Q,,,,,,,,,,23,fs,800000,Browns,2019
Sheldon Richardson,,,,,,,,,,,,,,,Q,Q,29,RDT,8000000,Browns,2019
Greg Robinson,,,,,,,,,,,,Q,,,,,27,LT,5500000,Browns,2019
Joe Schobert,,,,,,,,,,,Q,,,,,,26,ML,2025000,Browns,2019
Ricky Seals-Jones,,,,,,,,,Q,Q,,,,,,Q,,,,Browns,2019
Chris Smith,,Q,Q,,,,,,,,,,,,,,,,,Browns,2019
Drew Stanton,,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Browns,2019
Sione Takitaki,Q,,,,,,,,,,,,,,,,,,,Browns,2019
Adarius Taylor,,O,Q,,,,,,,,,,,,,,,,,Browns,2019
J.C. Tretter,,,,,,,,,,,,,Q,Q,Q,Q,28,C,5500000,Browns,2019
Olivier Vernon,,,,,,,,,O,O,O,Q,Q,O,Q,Q,29,RDE,15250000,Browns,2019
Denzel Ward,,,Q,Q,Q,Q,,,,,,,,,,,22,LCB,1805698,Browns,2019
Greedy Williams,,,Q,Q,Q,Q,,,,,,,,,,,22,RCB,495000,Browns,2019
