Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Jamal Agnew,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,Q,Q,,,,Lions,2018
Ezekiel Ansah,,Q,Q,O,O,Q,Q,Q,Q,Q,Q,,,IR,IR,IR,,,,Lions,2018
Brandon Barnes,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2018
Trevor Bates,,,,,,,,,,,,Q,O,Q,,,,,,Lions,2018
Nick Bawden,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2018
Nick Bellore,,,,,,,,,,,,O,Q,Q,,,29,FB,915000,Lions,2018
LeGarrette Blount,,Q,,,,,,,,,,,,,Q,Q,32,RB,1000000,Lions,2018
Marcus Cooper,,,,,,,,,,,,,,Q,,,,,,Lions,2018
Marcus Cromartie,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2018
Jarrad Davis,,,,Q,,,Q,,,,,,,,,,24,MLB,963599,Lions,2018
Taylor Decker,,,,,,,,,,,,,,Q,,,25,LT,1446998,Lions,2018
Quandre Diggs,,,,,Q,,,,,,,,,,,Q,25,SS,1000000,Lions,2018
Andrew Donnal,O,O,O,,,,,,,,,,,,,,,,,Lions,2018
Bruce Ellington,,,,,,,,,,,Q,Q,Q,IR,O,IR,,,,Lions,2018
Kenny Golladay,,,,,,,,,,,,,,,Q,Q,25,WR,586000,Lions,2018
Da'Shawn Hand,,,,,Q,,,,,,,,,IR,IR,IR,23,RDE,480000,Lions,2018
Eli Harold,,,Q,,Q,,,,D,,,,,,,,,,,Lions,2018
Damon Harrison,,,,,,,,,,Q,Q,,,,Q,Q,30,RDT,7750000,Lions,2018
Kerry Hyder,,,,,,,,,,,,,Q,,,,,,,Lions,2018
Kerryon Johnson,,,,,,,,,Q,,IR,IR,IR,IR,IR,IR,21,rb,480000,Lions,2018
Andy Jones,IR,IR,IR,IR,IR,IR,IR,,IR,,,,,,,,,,,Lions,2018
Marvin Jones,,,Q,,Q,,,,,IR,IR,IR,IR,IR,IR,IR,28,WR,7000000,Lions,2018
Devon Kennard,,,,,,,,,,,,,Q,Q,Q,,27,LLB,2250000,Lions,2018
T.J. Lang,,O,Q,,O,Q,,Q,IR,IR,IR,IR,IR,IR,IR,IR,31,rg,8000000,Lions,2018
Nevin Lawson,,,,,Q,,,,,,,,,,,Q,27,RCB,2300000,Lions,2018
Steve Longa,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2018
Brandon Powell,,,,,,,,,,,,O,Q,,,,,,,Lions,2018
Jalen Reeves-Maybin,,,,,,,,D,Q,,Q,Q,IR,IR,IR,IR,,,,Lions,2018
Theo Riddick,,,,,,O,O,,,,,,,,,,,,,Lions,2018
Michael Roberts,,,Q,O,O,Q,,,,O,Q,D,Q,IR,IR,IR,,,,Lions,2018
A'Shawn Robinson,,,,,,,,,,O,Q,,,,,O,23,ldt,925785,Lions,2018
DeShawn Shead,,,,,,,,,,,,,,,,O,,,,Lions,2018
Darius Slay,,,Q,,,,,Q,O,,Q,,Q,,,,,,,Lions,2018
Matthew Stafford,,,,,,,,,,,,,Q,Q,Q,,30,QB,9500000,Lions,2018
Golden Tate,,,,Q,,,,,,,,,,,,,,,,Lions,2018
Ricky Wagner,,,,,,,,,,,,,,O,,,29,RT,3000000,Lions,2018
Tracy Walker,,,,,Q,,,,,,,,,,,,,,,Lions,2018
Charles Washington,,,,,,,,,,,,,,IR,O,IR,,,,Lions,2018
Cornelius Washington,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2018
Luke Willson,,,,,,,,,Q,,,,,,,O,28,TE,1500000,Lions,2018
Tavon Wilson,,,,,Q,,,,,,,,,,,,,,,Lions,2018
Zach Zenner,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,,,Lions,2018
