Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Johnathan Abram,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2019
Marcell Ateman,,,,,,,,,,,,,,Q,,,,,,Raiders,2019
Trent Brown,,,Q,Q,,D,Q,,Q,Q,,Q,O,Q,IR,IR,26,RT,5000000,Raiders,2019
Vontaze Burfict,,,Q,,,,,,,,,,,,,,29,MLB,1150000,Raiders,2019
Paul Butler,IR,,,,,,,,,,,,,,,,,,,Raiders,2019
AJ Cole III,,Q,,,,,,,,,,,,,,,,,,Raiders,2019
Gareon Conley,,Q,,,,,,,,,,,,,,,24,rcb,1416584,Raiders,2019
Isaiah Crowell,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2019
Jordan Devey,,,,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2019
Makinton Dorleant,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2019
Justin Ellis,IR,IR,IR,IR,IR,IR,,,,,,,,,,,,,,Raiders,2019
Clelin Ferrell,,,,,Q,,,,,,,,,,,,22,LDE,495000,Raiders,2019
Denzelle Good,,,Q,,,,,,,,,,,,,,28,rg,1000000,Raiders,2019
P.J. Hall,,,Q,,,,,Q,,,,,,,,,24,LDT,693830,Raiders,2019
Dwayne Harris,,,O,O,Q,Q,,Q,Q,Q,IR,IR,IR,IR,IR,IR,,,,Raiders,2019
Erik Harris,,,,,,,,Q,,,,,,Q,,,29,FS,1275000,Raiders,2019
Rodney Hudson,,,,,,,,Q,Q,,,,,,,,30,C,8250000,Raiders,2019
Cameron Hunt,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2019
Richie Incognito,,,,,Q,,,,,,,,,,O,D,36,LG,1030000,Raiders,2019
Gabe Jackson,O,O,O,O,O,Q,,,,,,,,,,,28,RG,6750000,Raiders,2019
Josh Jacobs,,,,,,,Q,,,,,,Q,Q,O,O,21,RB,495000,Raiders,2019
Andre James,,,,,,,,Q,,,,,,,,,,,,Raiders,2019
Isaiah Johnson,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,,Raiders,2019
Karl Joseph,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,26,SS,2070589,Raiders,2019
Lamarcus Joyner,,,Q,,,,,,,O,Q,,,,,,29,DB,4700000,Raiders,2019
Arden Key,,,,,,O,,,O,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2019
D.J. Killings,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2019
Marquel Lee,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,Q,Q,IR,IR,,,,Raiders,2019
Corey Liuget,Q,Q,Q,,,,,,,,,,,,,,,,,Raiders,2019
Josh Mauro,,,,,,,,Q,O,,,,,,,,28,rde,900000,Raiders,2019
Foster Moreau,,,,,,,,,,,,,,IR,IR,IR,22,TE,910000,Raiders,2019
Nicholas Morrow,Q,,,,,,,,,,,,,,,,24,RLB,645000,Raiders,2019
JJ Nelson,Q,O,,,Q,,,,,,,,,,,,,,,Raiders,2019
Nick Nelson,,,,,,,,,,,,,,,,IR,,,,Raiders,2019
Nathan Peterman,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2019
Hunter Renfrow,,,,,,,,,,,,O,O,O,,,,,,Raiders,2019
David Sharpe,,,,,,,,,,O,O,,,,,,,,,Raiders,2019
Eddie Vanderdoes,IR,IR,IR,IR,IR,,,,,,,,,,,,,,,Raiders,2019
Kyle Wilber,,,,,,,,,,,,,O,Q,,,,,,Raiders,2019
Tyrell Williams,,,,,Q,O,Q,,,,,,,,,,27,WR,5000000,Raiders,2019
Daryl Worley,,,,,,,,,,,,,,Q,,,24,LCB,3095000,Raiders,2019
