Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
C.J. Board,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Browns,2018
Pharaoh Brown,,,,,,,,,,,,,IR,IR,IR,IR,,,,Browns,2018
James Burgess,D,,,O,O,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Browns,2018
Antonio Callaway,,,,,,,,,Q,,,,,,,,21,WR,480000,Browns,2018
Orson Charles,,,,,,,,,,,,,,IR,IR,IR,,,,Browns,2018
Austin Corbett,,,,,,,,,,,,O,O,O,Q,,,,,Browns,2018
Justin Currie,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Browns,2018
Seth Devalve,,O,O,Q,,,,,,,,,,,,,,,,Browns,2018
E.J. Gaines,O,,,,,,O,O,,IR,IR,IR,IR,IR,IR,IR,,,,Browns,2018
Phillip Gaines,,,,,,,,,,,,,Q,Q,Q,,,,,Browns,2018
Josh Gordon,,O,IR,,IR,,,IR,,,,,,IR,IR,IR,,,,Browns,2018
Desmond Harrison,,,,,,,,,Q,Q,,,,,,,25,LT,480000,Browns,2018
Rashard Higgins,,,,,,O,O,O,Q,,,,,,,,,,,Browns,2018
Lenny Jones,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Browns,2018
Christian Kirksey,,Q,D,,Q,,,,,IR,IR,IR,IR,IR,IR,IR,26,llb,5000000,Browns,2018
Jarvis Landry,,,Q,,,,,,,,,,,,,,,,,Browns,2018
Ricardo Louis,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Browns,2018
Terrance Mitchell,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,,26,rcb,1500000,Browns,2018
David Njoku,,,,,,,,,,Q,Q,,,,,,22,TE,897959,Browns,2018
Emmanuel Ogbah,,O,O,,,,,,,,,,,,,,25,RDE,1050876,Browns,2018
Jabrill Peppers,,,,,,,,,,,,,,,Q,,23,FS,935090,Browns,2018
Damarious Randall,,,Q,Q,Q,,,Q,Q,Q,,Q,,,,,26,SS,1090381,Browns,2018
Joe Schobert,,,,,,,O,O,O,Q,,,,,,,25,MLB,630000,Browns,2018
Da'Mari Scott,,,,,,,,Q,Q,Q,,,,,,,,,,Browns,2018
Rod Streater,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Browns,2018
Tyrod Taylor,,,,Q,,,,,,,,,,,,,,,,Browns,2018
Chad Thomas,IR,,,,IR,IR,IR,,IR,IR,IR,IR,IR,IR,IR,IR,,,,Browns,2018
Tavierre Thomas,,,,,,,,,Q,,,,,,,,,,,Browns,2018
J.C. Tretter,,,,,,,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,27,C,5000000,Browns,2018
Tanner Vallejo,,,,,,O,,,,,,,,,IR,IR,,,,Browns,2018
Danny Vitale,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,IR,,,,,,Browns,2018
Denzel Ward,,,,,,,,,,Q,,,O,O,,O,,,,Browns,2018
Marquez Williams,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Browns,2018
Derrick Willies,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Browns,2018
Howard Wilson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Browns,2018
