Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Ameer Abdullah,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2016
Adairius Barnes,,Q,Q,Q,,,,,Q,,,,,,,,,,,Lions,2016
Anquan Boldin,,,,,,Q,,,,,,,,,,,36,WR,1550000,Lions,2016
Jonathan Bostic,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2016
Armonty Bryant,,,,,,,,,,,,,IR,IR,IR,IR,,,,Lions,2016
Josh Bynes,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,27,LLB,900000,Lions,2016
Don Carey,,,,,Q,Q,,,,,Q,Q,Q,,,,,,,Lions,2016
Stefan Charles,,,,,,,,,,,,,,,,IR,,,,Lions,2016
Taylor Decker,,,,,,,,,Q,,,,,,,,23,LT,450000,Lions,2016
Quandre Diggs,,,,,,,,,,,,,IR,IR,IR,IR,,,,Lions,2016
Eric Ebron,Q,,Q,Q,O,O,O,Q,,,,,Q,Q,,,23,TE,1233558,Lions,2016
Corey Fuller,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2016
Wallace Gilberry,,,,,IR,IR,IR,IR,IR,,IR,IR,IR,IR,IR,,,,,Lions,2016
Graham Glasgow,Q,,,,,,,,,,Q,,,,,,24,LG,450000,Lions,2016
Asa Jackson,,,,,,,,,,,,,,,,,,,,Lions,2016
Marvin Jones,,,,Q,Q,,,,,,,Q,Q,,,,26,WR,3000000,Lions,2016
Jimmy Landes,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2016
Nevin Lawson,,,,,,,,Q,,,,,,,,,25,RCB,600000,Lions,2016
DeAndre Levy,,D,D,O,O,O,O,O,O,D,Q,Q,Q,Q,Q,Q,,,,Lions,2016
Haloti Ngata,,,,,,O,O,Q,Q,,,,,,,,32,RDT,2000000,Lions,2016
Brandon Pettigrew,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2016
Theo Riddick,,,,,,O,O,,Q,Q,Q,Q,IR,IR,IR,O,25,RB,800000,Lions,2016
A'Shawn Robinson,,,,,,Q,,,,,,,,,,,21,ldt,450000,Lions,2016
Corey Robinson,Q,,,,,,O,Q,,,,,,,,,,,,Lions,2016
Darius Slay,,,,,,,,O,Q,,,,,Q,D,Q,25,LCB,1000000,Lions,2016
Ryan Spadola,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2016
Travis Swanson,,,,,,,,,,,,,O,O,O,D,25,C,615000,Lions,2016
Golden Tate,Q,,,,,,,,,,,,,,,,28,WR,4750000,Lions,2016
Devin Taylor,,,Q,Q,,,,,,,,,,,,,27,LDE,675000,Lions,2016
Khyri Thornton,,,,,,,,,,,Q,,,,,,27,rdt,525000,Lions,2016
Laken Tomlinson,,,,,,Q,,,,,,,,,,,24,LG,823648,Lions,2016
Dwayne Washington,,,,,D,Q,Q,,,,,,Q,,,,,,,Lions,2016
Ian Wells,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2016
Tahir Whitehead,,,,,,,Q,,,,,Q,Q,,,,26,MLB,1750000,Lions,2016
Cole Wick,,Q,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2016
Antwione Williams,,,D,Q,,,,,,,,,,,,,,,,Lions,2016
Tavon Wilson,,,,Q,Q,,,,,,,,,,,,26,SS,800000,Lions,2016
Tim Wright,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2016
Zach Zenner,,,,,,,,,,,,,,Q,,,,,,Lions,2016
