Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Walt Aikens,,,,,,,,Q,,,,,,O,,,,,,Dolphins,2019
Chase Allen,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Dolphins,2019
Johnson Bademosi,Q,,,,Q,,,,,,,,,,,,,,,Dolphins,2019
Kalen Ballage,,,,,Q,,,,,,,,IR,IR,IR,IR,24,RB,570000,Dolphins,2019
Vince Biegel,,,,,,,,,,,,,,,,Q,26,RILB,,Dolphins,2019
Evan Boehm,,,,,,,,,Q,,,,,,Q,,26,C,,Dolphins,2019
Taco Charlton,,,,,,,,,,Q,Q,,,,Q,Q,25,lde,,Dolphins,2019
Chandler Cox,,,,,,,,,,,,,,D,Q,,,,,Dolphins,2019
James Crawford,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Dolphins,2019
Ken Crawley,,,,,,,,,,,,Q,IR,IR,IR,,,,,Dolphins,2019
Julie'n Davenport,,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,24,LT,645000,Dolphins,2019
Jesse Davis,,,,Q,Q,,,,,,,,,,,,28,RT,645000,Dolphins,2019
Trevor Davis,,,,,,,,,,,,,O,,,,,,,Dolphins,2019
Andrew Donnal,,,,,,,O,,,,,,,,,,,,,Dolphins,2019
Kenyan Drake,,,,,,,O,,,,,,,,,,,,,Dolphins,2019
Myles Gaskin,,,,,,,,,,,,,,,,IR,,,,Dolphins,2019
Davon Godchaux,,,,,,,,,Q,,,,,,,,25,NT,645000,Dolphins,2019
Jakeem Grant,,,,,Q,Q,,,,,,IR,IR,IR,IR,IR,,,,Dolphins,2019
Charles Harris,Q,Q,Q,,,,,,,,,,,,,,24,lb,1450794,Dolphins,2019
Trent Harris,Q,Q,Q,Q,Q,,,,,,,,,,,,,,,Dolphins,2019
