Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Bryson Albright,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2018
Thurston Armbrister,,,,,,,,,,,,,,IR,IR,IR,,,,Cardinals,2018
Budda Baker,,,,,,,,,Q,O,Q,Q,Q,Q,,,22,SS,775455,Cardinals,2018
Bene Benwikere,,,,,Q,,,,,,,,,,,,27,RCB,790000,Cardinals,2018
Tre Boston,,,,,,,O,O,Q,,,,,,,,26,DB,1000000,Cardinals,2018
Deone Bucannon,,,,,,,,,,,O,O,O,Q,,,26,DB,8718000,Cardinals,2018
Josh Bynes,,,,,,,,,,,,IR,IR,IR,IR,IR,29,MLB,790000,Cardinals,2018
Christian Campbell,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2018
Jeremy Cash,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2018
Korey Cunningham,,,,,,,,,,,,,,,,IR,23,lt,480000,Cardinals,2018
Phil Dawson,,,,,,,,Q,,Q,Q,IR,IR,IR,IR,IR,,,,Cardinals,2018
Chase Edmonds,,,,,,Q,,,,,,,,,,,,,,Cardinals,2018
Larry Fitzgerald,,,Q,Q,Q,,,,,,,,,,,,35,WR,11000000,Cardinals,2018
D.J. Foster,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2018
Dennis Gardeck,,,Q,,,,,,,,,,,,,,,,,Cardinals,2018
Markus Golden,O,Q,Q,,Q,Q,,,,,,,,,Q,Q,27,LDE,969318,Cardinals,2018
Jermaine Gresham,Q,Q,Q,,,,,Q,Q,,,,,,,IR,30,TE,5250000,Cardinals,2018
Rodney Gunter,,,,,,,,,,Q,,,,,Q,,26,RDT,705000,Cardinals,2018
Will Holden,,,,,,,,,,,,,,,Q,,,,,Cardinals,2018
D.J. Humphries,,,,,,Q,,,,IR,IR,IR,IR,IR,IR,IR,25,LT,1450288,Cardinals,2018
Mike Iupati,,,,,,Q,O,Q,Q,Q,Q,,IR,IR,IR,IR,31,LG,5000000,Cardinals,2018
Christian Kirk,,,,,,,,,,,,,IR,IR,IR,IR,22,WR,480000,Cardinals,2018
T.J. Logan,Q,,,,,,,,,,,,,,,,,,,Cardinals,2018
Gabe Martin,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2018
Praise Martin-Oguike,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2018
Benson Mayowa,,,,,,,,,,,,,,,,Q,,,,Cardinals,2018
Arthur Moats,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2018
JJ Nelson,,,,,,,,,,,,,,,Q,,,,,Cardinals,2018
Robert Nkemdiche,Q,,,Q,Q,Q,,,O,Q,Q,,,IR,IR,IR,24,rdt,1231873,Cardinals,2018
Jonathan Owens,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2018
Corey Peters,,,,Q,Q,,,Q,Q,,Q,,,,,,30,LDT,1250000,Cardinals,2018
Patrick Peterson,,,,,,,,,,,,,,,Q,,,,,Cardinals,2018
John Phillips,,,,,,,,,,,Q,,,,,,,,,Cardinals,2018
Olsen Pierre,Q,O,O,Q,,,,,,,Q,,IR,IR,IR,IR,,,,Cardinals,2018
Justin Pugh,,,,,,,Q,Q,Q,IR,IR,IR,IR,IR,IR,IR,28,RG,1000000,Cardinals,2018
Haason Reddick,,Q,,,,,,,,,,Q,,,,,24,LLB,1077635,Cardinals,2018
Ricky Seals-Jones,,,,,,,,,,,,,,,Q,O,23,te,555000,Cardinals,2018
A.Q. Shipley,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2018
Andre Smith,,O,O,Q,,Q,,,,,,,,,,,31,RT,915000,Cardinals,2018
Jamar Taylor,,,,,Q,,Q,,,,,,,,,,,,,Cardinals,2018
Jeremy Vujnovich,,,,,,,O,O,Q,,,IR,IR,IR,IR,IR,,,,Cardinals,2018
John Wetzel,,,,,Q,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,Cardinals,2018
Chad Williams,,,,,,,,,O,O,O,Q,Q,Q,,,24,WR,581500,Cardinals,2018
