Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary
Kenneth Acker,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Eli Ankou,,,,,,,,,D,D,Q,,,,,,,,
A.J. Bouye,,,,,,,,O,O,,,,,,,O,27,RCB,13000000
Calais Campbell,,Q,,,,,Q,,,,,,,,,,,,
A.J. Cann,,,Q,Q,,,,,,Q,Q,,,,,,27,RG,1907000
Don Carey,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
DJ Chark,,,,,,,,,,,O,O,O,O,O,,,,
Zach Conque,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Marcell Dareus,,,,,,,,,,Q,Q,,,,,,28,LDT,9925000
Cody Davis,Q,,,,,,,,,,,Q,Q,,,,,,
Kaleb Eulls,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Leonard Fournette,,Q,Q,Q,O,O,O,O,,,,,,,,D,23,RB,1699129
Tashaun Gipson,,,,,,,,,,,,Q,,,,,28,FS,5750000
DeAndre Goolsby,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Corey Grant,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
David Grinnage,IR,IR,IR,IR,IR,,,,Q,IR,IR,IR,IR,IR,IR,IR,,,
Ronnie Harrison,,,,,,,,,,,,,,,O,IR,21,DB,480000
D.J. Hayden,,,Q,O,O,O,O,D,,,,,,,,Q,28,db,2250000
Michael Hughes,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Carlos Hyde,,,,,,,,,,,,,,,,Q,,,
Leon Jacobs,,,,,,,,,,,,,,O,IR,IR,,,
Abry Jones,,,,,,,,,,,,,O,,,,27,ldt,3000000
Josh Lambo,,,,,,,,,,,,,,IR,IR,O,,,
Marqise Lee,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Kapron Lewis-Moore,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Brandon Linder,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,26,C,9000000
Lerentee McCray,,,,,,,,,Q,,O,Q,,Q,,,,,
Quenton Meeks,,,,,,,,,O,O,O,Q,,,,,,,
Jaydon Mickens,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Andrew Norwell,,,,,,,,,,,,IR,IR,IR,IR,IR,27,LG,2000000
James O'Shaughnessy,,,,,,,O,O,Q,,,,,,,,26,TE,705000
Jermey Parnell,,,,,,,,,,,,,,IR,O,IR,32,RT,4000000
Tyler Patmon,,,,,,,,O,,,,,,,,,,,
Niles Paul,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Donald Payne,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,
Jalen Ramsey,,,Q,,,Q,,,,,,Q,,,,,,,
Will Richardson,,,,,,,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Cam Robinson,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,IR,,,
Austin Seferian-Jenkins,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,26,te,790000
Telvin Smith,,,,,,,,,Q,,,,,,,,27,LLB,3000000
Tevaun Smith,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Brandon Thomas,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Carson Tinker,,,,,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,
Josh Walker,,,,,,,,,,IR,IR,IR,IR,O,IR,IR,,,
Josh Wells,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,O,27,t,705000
T.J. Yeldon,,,Q,,,,,,,,,,,,,,25,rb,1241421
