Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Oday Aboushi,,,,,,P,P,,,,,,,,,,,,,Texans,2015
Jeff Adams,,P,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Texans,2015
Lonnie Ballentine,O,O,O,O,Q,P,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Texans,2015
Alfred Blue,,,,,,Q,P,,,,P,P,P,P,P,P,24,RB,539483,Texans,2015
A.J. Bouye,,,,,,P,,,,,P,,,,,P,,,,Texans,2015
Brandon Brooks,,,,P,,,Q,Q,,,,,P,,,,26,RG,1696359,Texans,2015
Duane Brown,P,Q,O,Q,P,P,P,,P,,,,P,,,,30,LT,9500000,Texans,2015
Max Bullough,,,,,P,,,,P,P,P,P,P,P,P,P,,,,Texans,2015
Chris Clark,,,P,,,,,,,,,,,,,,30,rt,1400000,Texans,2015
Reshard Cliett,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Texans,2015
Jadeveon Clowney,P,,,P,P,O,Q,P,O,P,P,,P,P,P,O,22,ROLB,5062045,Texans,2015
Christian Covington,P,P,,,,,,,,,P,,P,O,P,,,,,Texans,2015
Jared Crick,,,,,,Q,,,,P,,,,,Q,P,26,LDE,1639875,Texans,2015
Brian Cushing,,,,,P,P,P,,,P,,,,P,,,28,LILB,7891250,Texans,2015
B.J. Daniels,,,,,,,,,,,,,,,P,P,,,,Texans,2015
Quintin Demps,,,,,O,O,Q,P,,,,,,P,,,30,SS,585000,Texans,2015
Akeem Dent,,,,O,O,P,P,O,P,Q,P,P,,,,,,,,Texans,2015
Kurtis Drummond,,,,,,,,,P,,,,,,,,,,,Texans,2015
C.J. Fiedorowicz,,,Q,,,P,,,,,,,,,,,24,TE,730826,Texans,2015
Arian Foster,O,O,O,Q,P,P,P,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Texans,2015
Ryan Griffin,,IR,IR,IR,IR,IR,IR,IR,,,,,,P,P,P,,,,Texans,2015
Jonathan Grimes,,,Q,O,O,P,P,,,,,,,,,,,,,Texans,2015
Andre Hal,,,,,,,P,,,,,,,,,,23,FS,527281,Texans,2015
DeAndre Hopkins,,,P,,,,,,,P,,P,P,,,,,,,Texans,2015
Brian Hoyer,,,,,,,,,,O,P,,,O,Q,P,30,QB,5218750,Texans,2015
Kareem Jackson,,,,,,P,O,O,O,O,P,P,P,P,P,P,27,LCB,7453125,Texans,2015
Charles James,,,,,,,,Q,P,P,P,P,P,,,IR,,,,Texans,2015
Kevin Johnson,,P,,,,,,,,P,,,,,,P,23,LCB,1827166,Texans,2015
Ben Jones,,,,,,,P,P,P,P,P,P,P,P,P,P,26,C,1662362,Texans,2015
Johnathan Joseph,,,,P,P,,,,,P,P,P,P,,,,31,RCB,11750000,Texans,2015
Shane Lechler,,,,,,,,,,,,,,,,,,,,Texans,2015
Ryan Mallett,,,,P,P,,,,,,,,,,,,,,,Texans,2015
Greg Mancz,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Texans,2015
Benardrick McKinney,P,,,,,,O,O,P,,,,,,,,23,RILB,971840,Texans,2015
Whitney Mercilus,,,,,Q,,,,,,P,P,P,P,P,P,25,LOLB,2979030,Texans,2015
Mike Mohamed,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Texans,2015
Rahim Moore,,,,,,,,,,,,,,,O,P,25,fs,3000000,Texans,2015
Derek Newton,,,P,P,P,P,P,P,P,,P,P,P,,P,P,28,RT,4500000,Texans,2015
Nick Novak,,,,,,,,,,P,,,,,,,,,,Texans,2015
Jeoffrey Pagan,,,,,,,,,,,,,,,,Q,,,,Texans,2015
Brian Peters,,,,,,Q,P,,,P,,,,,,P,,,,Texans,2015
Eddie Pleasant,,,,P,P,,,,,,P,,,,,,,,,Texans,2015
Chris Polk,,,,,Q,P,P,P,P,Q,P,,P,P,P,P,,,,Texans,2015
Jay Prosch,,,,,,,,P,,,,,,,,,,,,Texans,2015
David Quessenberry,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Texans,2015
Tom Savage,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Texans,2015
Cecil Shorts,,,,,O,P,O,O,P,,,,P,,O,O,28,WR,2453125,Texans,2015
John Simon,,,,,,,,,,,,P,,,,,25,ROLB,585000,Texans,2015
Jaelen Strong,,,,,,Q,,,,,,,,,,,,,,Texans,2015
Xavier Su'a-Filo,O,O,Q,P,P,,,,,,,P,,,P,P,24,LG,1261727,Texans,2015
Carlos Thompson,O,P,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Texans,2015
Nate Washington,,P,,,O,O,P,,P,P,P,,,,,,32,WR,615000,Texans,2015
J.J. Watt,,,,,,,,Q,,,,P,P,P,P,P,,,,Texans,2015
Vince Wilfork,,,,,P,,,,,,,,,,,,34,NT,3500000,Texans,2015
T.J. Yates,,,,,,,,,,,,,,,IR,IR,,,,Texans,2015
