Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Vadal Alexander,,,,,,,,,,,,,,,,D,,,,Raiders,2017
David Amerson,,,,,Q,Q,,O,O,D,O,Q,Q,D,D,Q,26,LCB,650000,Raiders,2017
Denico Autry,,,,,,,,,,,,,Q,Q,Q,,,,,Raiders,2017
Derek Carr,,,,,Q,,,,,,,,,,,,26,QB,5000000,Raiders,2017
Gareon Conley,IR,,,Q,Q,O,O,O,O,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2017
Amari Cooper,,,,,,,,,,,,O,Q,O,Q,,23,WR,615000,Raiders,2017
Michael Crabtree,,,,Q,,,,,,,,,,,,,30,WR,6250000,Raiders,2017
Mario Edwards,,,,,,,,,,,,,,O,O,,23,LDE,982015,Raiders,2017
Jon Feliciano,,,,,,,,,,,,,O,Q,IR,IR,,,,Raiders,2017
Antonio Hamilton,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,Raiders,2017
Ben Heeney,IR,IR,IR,IR,IR,IR,IR,,,,IR,IR,IR,IR,IR,IR,,,,Raiders,2017
Cooper Helfet,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2017
Treyvon Hester,,,,,,,,,,,,,,,O,O,,,,Raiders,2017
Johnny Holton,,,,,,,,,,,Q,,,,,,,,,Raiders,2017
Rodney Hudson,,,,,,,,,,,,,,,Q,,28,C,6500000,Raiders,2017
Bruce Irvin,,,,,,,,,,,,,,,Q,,,,,Raiders,2017
Gabe Jackson,,,,,Q,,,,Q,Q,Q,Q,,,,,26,RG,5250000,Raiders,2017
Cory James,Q,,,,,Q,Q,Q,Q,Q,Q,IR,IR,IR,IR,IR,24,RLB,540000,Raiders,2017
Sebastian Janikowski,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2017
Jelani Jenkins,IR,IR,IR,IR,IR,IR,IR,IR,,,IR,,IR,IR,,,,,,Raiders,2017
Karl Joseph,,,,,,,,D,Q,,,,,,,,24,SS,990196,Raiders,2017
Marquette King,,,,,,,,Q,,,,,,,,,,,,Raiders,2017
Denver Kirkland,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2017
Marquel Lee,,,,,,O,Q,Q,Q,,,,,,,,22,mlb,465000,Raiders,2017
Demetrius McCray,,,,,,,,,O,,,,,,,,,,,Raiders,2017
Dexter McDonald,,,,,,,,,,,,,,,Q,Q,26,lcb,615000,Raiders,2017
Keith McGill,O,Q,,Q,,,,,,,,,,Q,Q,,,,,Raiders,2017
Obi Melifonwu,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,IR,IR,IR,,,,Raiders,2017
Nicholas Morrow,,,,,,,Q,Q,Q,,,,,,,,22,rlb,465000,Raiders,2017
Marshall Newhouse,,,,,,,O,Q,,Q,,,,,,,29,RT,1050000,Raiders,2017
Jamize Olawale,O,Q,,,,O,Q,,Q,Q,,,Q,,,,,,,Raiders,2017
Cordarrelle Patterson,,,,,,,,,,,Q,Q,Q,,,,,,,Raiders,2017
Donald Penn,,,,,,,,,,,,,,,IR,IR,34,LT,5800000,Raiders,2017
David Sharpe,,,,,,,,,,,,,,,,Q,,,,Raiders,2017
Sean Smith,,Q,Q,,,,,,,,,,,,,,30,lcb,5000000,Raiders,2017
Clive Walford,,,,,,,,,,,,,,IR,IR,IR,,,,Raiders,2017
Jihad Ward,IR,,IR,,IR,IR,IR,IR,IR,IR,IR,IR,D,,,,,,,Raiders,2017
