Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Shaquil Barrett,,,,,,,,,,,,O,O,O,,,,,,Broncos,2018
Kenny Bell,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2018
Tramaine Brock,,,,D,,,,,,,,O,O,,,,30.0,rcb,2000000.0,Broncos,2018
Jake Butt,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2018
Jamal Carter,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2018
Su'a Cravens,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,IR,IR,IR,,,,Broncos,2018
Todd Davis,,,,,Q,,,,,,,,,,,,26.0,LILB,3000000.0,Broncos,2018
Royce Freeman,,,,,,,,O,Q,,,,,,,,22.0,RB,480000.0,Broncos,2018
Troy Fumagalli,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2018
Max Garcia,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2018
Jerrol Garcia-Williams,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2018
Adam Gotsis,,,,,Q,,,,,,,,,,,,26.0,RDE,807991.0,Broncos,2018
DaeSean Hamilton,,,,,,,,O,O,,,,,,,,23.0,wr,480000.0,Broncos,2018
Chris Harris Jr.,,,,,,,,,,,,,IR,IR,IR,IR,,,,Broncos,2018
Carlos Henderson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2018
Jeff Heuerman,,,,,,,,,,,,IR,IR,IR,IR,IR,26.0,TE,705000.0,Broncos,2018
Andre Holmes,,,,,,,,,,,,,,,,IR,,,,Broncos,2018
Adam Jones,,,Q,Q,,Q,O,,,,,,,,,,,,,Broncos,2018
Marquette King,,,,,D,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2018
Brendan Langley,,,,,,,,,,,,,,,O,,,,,Broncos,2018
Ronald Leary,,,,,,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,29.0,lg,7650000.0,Broncos,2018
Phillip Lindsay,,,,,,,,,,,,,,,,IR,,,,Broncos,2018
Brandon Marshall,,,Q,Q,,,,Q,O,O,O,Q,Q,,,,29.0,rilb,5000000.0,Broncos,2018
Deiontrez Mount,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2018
Matt Paradis,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,29.0,C,2914000.0,Broncos,2018
Shane Ray,,,,,,,O,D,,,,,,,Q,,,,,Broncos,2018
Bradley Roby,,,,,,,,,O,,Q,,,,,,26.0,LCB,8526000.0,Broncos,2018
Emmanuel Sanders,,,,,,,,,,,,,IR,IR,IR,IR,31.0,WR,8250000.0,Broncos,2018
Darian Stewart,,,,,,,,O,O,,,,,,,,30.0,SS,4500000.0,Broncos,2018
Jordan Taylor,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2018
Dymonte Thomas,,,Q,Q,,,O,,,O,O,,,,,,,,,Broncos,2018
Jared Veldheer,,,Q,,O,Q,O,O,,,,,,,,,31.0,RT,6500000.0,Broncos,2018
Menelik Watson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Broncos,2018
Derek Wolfe,,,,,,,,,,,,,,Q,,,28.0,LDE,8000000.0,Broncos,2018
Isaac Yiadom,,,,,,,,,,,,,,O,,,,,,Broncos,2018
