Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Mike Adams,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2015
Cortez Allen,,IR,IR,IR,IR,IR,Q,IR,IR,IR,IR,IR,IR,,IR,IR,,,,Steelers,2015
Will Allen,,P,,,,O,O,O,P,,,P,,P,P,P,33.0,SS,665000.0,Steelers,2015
Kelvin Beachum,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,26.0,lt,1553474.0,Steelers,2015
Le'Veon Bell,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,23.0,rb,1032082.0,Steelers,2015
Rob Blanchflower,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2015
Bud Dupree,,,,,,,,,,,,,,P,,,22.0,lolb,1676778.0,Steelers,2015
Terence Garvin,,,,,,,,O,O,O,P,,,,,,,,,Steelers,2015
Bruce Gradkowski,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2015
Doran Grant,,,,,,,,,,,,,,,,Q,,,,Steelers,2015
James Harrison,,,,P,,P,P,P,P,O,P,P,P,P,P,P,,,,Steelers,2015
Garrett Hartley,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2015
Cameron Heyward,,,P,,,,,,,,,,,,,,26.0,LDE,6400000.0,Steelers,2015
Darrius Heyward-Bey,,,,,,,,,,P,,,,,,,,,,Steelers,2015
Jarvis Jones,,,,,,Q,P,,,,,,,,,,26.0,ROLB,2374228.0,Steelers,2015
Landry Jones,O,P,,,,,,,,,,,,,,,,,,Steelers,2015
Doug Legursky,,,,,,P,,,,,,,,,,,,,,Steelers,2015
Daniel McCullers,,,O,O,P,,,,,,,,,,,,,,,Steelers,2015
Maurkice Pouncey,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2015
Ben Roethlisberger,,,,O,O,O,Q,P,,Q,,P,,,,P,,,,Steelers,2015
Ryan Shazier,,P,O,O,O,O,P,,,P,Q,P,,P,,P,23.0,LILB,2160730.0,Steelers,2015
Matt Spaeth,,,,O,P,,P,P,O,O,Q,P,P,P,P,P,32.0,TE,1062500.0,Steelers,2015
Sean Spence,,P,,,,,,,,,,O,P,,,,,,,Steelers,2015
Shaun Suisham,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Steelers,2015
Shamarko Thomas,,,,,,,,,,O,P,,,,,,,,,Steelers,2015
Stephon Tuitt,,,,,,,O,O,P,,,,,,,,22.0,RDE,1047601.0,Steelers,2015
Michael Vick,,,,,,,O,O,P,,,,,,,,,,,Steelers,2015
DeAngelo Williams,,,,,,,,,,P,,,,P,,,32.0,RB,1435000.0,Steelers,2015
