Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Davante Adams,,Q,,,Q,,,,,,,,,,,Q,,,,Packers,2018
Geronimo Allison,,,,,Q,Q,,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2018
David Bakhtiari,,,,,,,,,,,,Q,,,,Q,,,,Packers,2018
Byron Bell,,,,,,,,,,,,,IR,IR,IR,IR,29.0,RG,850000.0,Packers,2018
Kentrell Brice,,,,,Q,,,,,O,Q,O,Q,,,Q,24.0,FS,630000.0,Packers,2018
Bryan Bulaga,,,,,,Q,,,Q,,,,D,D,,,29.0,RT,5850000.0,Packers,2018
Oren Burks,Q,Q,Q,,,,,,,,,,,,,,,,,Packers,2018
Ibraheim Campbell,,,,,,,,,,,,,IR,IR,IR,IR,,,,Packers,2018
Tra Carson,,,,,,,,,,,,IR,IR,IR,IR,IR,,,,Packers,2018
Kenny Clark,,,,,,,,,,,,,,IR,O,IR,23.0,NT,1301059.0,Packers,2018
Michael Clark,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2018
Randall Cobb,,,,Q,O,Q,Q,Q,Q,O,Q,Q,,,D,,28.0,wr,8600000.0,Packers,2018
Mike Daniels,,,,,,,,,,,IR,IR,IR,IR,IR,IR,29.0,RDE,6600000.0,Packers,2018
Trevor Davis,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,O,IR,IR,IR,IR,,,,Packers,2018
Raven Greene,,,,,,,,,,,IR,IR,O,IR,IR,IR,,,,Packers,2018
Davon House,,,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2018
Aaron Jones,,,,,,,,,,,,,,,IR,IR,24.0,RB,489706.0,Packers,2018
Josh Jones,O,O,Q,Q,,,,,,,,,,,,,24.0,fs,657428.0,Packers,2018
Kevin King,,,O,Q,,,,,IR,IR,IR,IR,IR,IR,IR,IR,23.0,RCB,786858.0,Packers,2018
Jake Kumerow,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Q,,,,,Packers,2018
Cole Madison,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2018
Justin McCray,,,,D,Q,Q,,,,,,,,,,,26.0,rg,555000.0,Packers,2018
Kyle Murphy,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2018
Lucas Patrick,,,,,Q,,,,,D,Q,,,,,Q,,,,Packers,2018
Nick Perry,,,,Q,,,,Q,,O,O,IR,IR,IR,IR,IR,28.0,ROLB,1900000.0,Packers,2018
Will Redmond,,,,,,,,,,,,,,,O,IR,,,,Packers,2018
Jake Ryan,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2018
Jason Spriggs,,,,,,Q,Q,,,,,,,,D,D,,,,Packers,2018
Muhammad Wilkerson,,,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2018
