Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Age,Pos,Salary,Team,Year
Dakota Allen,,,,,,Q,,O,O,,,,,25.0,LB,675000.0,Jags,2020
Josh Allen,,,,,Q,Q,,,,,IR,IR,IR,,,,Jags,2020
A.J. Cann,,,,,,,Q,,,,,,,29.0,OG,4675000.0,Jags,2020
DJ Chark,,,Q,,,Q,,,,,O,,,24.0,WR,884294.0,Jags,2020
Chris Claybrooks,,,,,,,,,,,IR,IR,IR,,,,Jags,2020
Chris Conley,,,,,,,,,,,O,,,28.0,WR,2275000.0,Jags,2020
Doug Costin,,,,,,,,,O,,,,,23.0,DT,610000.0,Jags,2020
Tyler Davis,O,O,,,,,,,,,,,,23.0,TE,610000.0,Jags,2020
Tyler Eifert,,,,,,Q,O,,,,,,,30.0,TE,1000000.0,Jags,2020
Daniel Ekuale,,,,O,Q,,,,,,,,,26.0,DL,595588.0,Jags,2020
Ben Ellefson,,,,,,,,,,,,IR,IR,,,,Jags,2020
Rodney Gunter,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,Jags,2020
DaVon Hamilton,,,,,,,,,,,,IR,IR,,,,Jags,2020
D.J. Hayden,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jags,2020
C.J. Henderson,,,,,Q,,,,,IR,IR,IR,IR,,,,Jags,2020
Myles Jack,,,,,Q,,O,,,,,,,25.0,OLB,12750000.0,Jags,2020
Leon Jacobs,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jags,2020
Abry Jones,,,,,,Q,IR,IR,IR,IR,IR,IR,IR,,,,Jags,2020
Josh Jones,,,,,,,,,IR,IR,IR,IR,,26.0,S,825000.0,Jags,2020
Sidney Jones,,,,,,,,,,Q,O,,,24.0,CB,776471.0,Jags,2020
Josh Lambo,,,O,IR,IR,IR,IR,,IR,IR,IR,IR,IR,,,,Jags,2020
Brandon Linder,,,O,O,,,,,Q,,,,,,,,Jags,2020
Aaron Lynch,IR,IR,IR,IR,IR,IR,IR,,,,,,,27.0,DE,588824.0,Jags,2020
Lerentee McCray,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,Jags,2020
Rashaan Melvin,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jags,2020
Gardner Minshew II,,,,,,,,O,O,Q,Q,,,24.0,QB,850000.0,Jags,2020
Andrew Norwell,,,,,,,,,,,IR,IR,IR,,,,Jags,2020
James O'Shaughnessy,,,,,,,,,,O,,,,28.0,TE,910000.0,Jags,2020
Dare Ogunbowale,,,,,,,,,,,Q,,,26.0,RB,675000.0,Jags,2020
Josh Oliver,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,Jags,2020
Devine Ozigbo,IR,IR,IR,IR,IR,IR,IR,O,O,,,,,24.0,RB,544706.0,Jags,2020
Shaquille Quarterman,,,,,,,,IR,IR,IR,IR,IR,,23.0,LB,498821.0,Jags,2020
Dontavius Russell,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jags,2020
Laviska Shenault Jr.,,,,,,,,,O,O,,,,22.0,WR,,Jags,2020
Daniel Thomas,,,,,,,,,,,IR,IR,IR,,,,Jags,2020
Chris Thompson,,,,,,,C19,C19,,IR,IR,IR,IR,,,,Jags,2020
Dede Westbrook,,,,,,,,IR,IR,IR,IR,IR,IR,,,,Jags,2020
Quincy Williams,IR,IR,IR,IR,IR,,,,,,,,,24.0,,616176.0,Jags,2020
Jarrod Wilson,,IR,IR,IR,IR,,O,,,,,,,26.0,S,2450000.0,Jags,2020
Andrew Wingard,,,,,IR,IR,IR,IR,IR,,,,,24.0,S,498530.0,Jags,2020
Al Woods,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jags,2020
Brandon Wright,,,,IR,,,,,,,,,,,,,Jags,2020
