Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Joe Barksdale,,O,O,O,D,Q,,,,,,O,,,,,,,,Chargers,2018
Travis Benjamin,,Q,Q,Q,O,O,Q,,,,,,,,,,,,,Chargers,2018
Joey Bosa,O,O,O,O,O,O,O,O,O,Q,,,,,,,23.0,LDE,630000.0,Chargers,2018
Brett Boyko,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Chargers,2018
Jatavis Brown,,,,,,D,Q,,,,,,,,,,24.0,LLB,630000.0,Chargers,2018
Sean Culkin,,,,,,,,,,,,,D,O,O,Q,25.0,TE,555000.0,Chargers,2018
Austin Ekeler,,,,,,,,,,,,,,O,D,,,,,Chargers,2018
Melvin Gordon,,,,,,,Q,Q,,,Q,O,O,Q,,,,,,Chargers,2018
Hunter Henry,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Chargers,2018
Chris Landrum,,,,,,,,O,Q,,,,,,,,,,,Chargers,2018
Corey Liuget,,,,,,,,,,,IR,IR,IR,IR,IR,IR,,,,Chargers,2018
Craig Mager,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Chargers,2018
Brandon Mebane,,,,,,,,,,,Q,O,D,D,,,33.0,RDT,4500000.0,Chargers,2018
Russell Okung,,,,,Q,Q,,,,,,,,,,,30.0,LT,12000000.0,Chargers,2018
Denzel Perryman,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,26.0,MLB,1048836.0,Chargers,2018
Darius Philon,,,,,,,,,Q,,,,,,,,24.0,LDT,705000.0,Chargers,2018
Austin Roberts,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Chargers,2018
Artavis Scott,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Chargers,2018
Jason Verrett,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Chargers,2018
Jaylen Watkins,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Chargers,2018
Derek Watt,,,Q,,,,,,,,,,,,,,26.0,fb,630000.0,Chargers,2018
Kyzir White,,,,IR,IR,IR,IR,O,IR,IR,IR,IR,IR,IR,IR,IR,,,,Chargers,2018
Trevor Williams,,,,,,,,,Q,O,,,IR,IR,IR,IR,25.0,lcb,630000.0,Chargers,2018
