Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Nate Allen,,IR,IR,IR,IR,IR,IR,IR,,,,,O,O,O,IR,,,,Raiders,2015
Denico Autry,,,,,O,O,P,,,,,,,,,,25.0,LDE,510000.0,Raiders,2015
Neiron Ball,,,,,,,IR,IR,IR,IR,IR,IR,O,IR,IR,IR,,,,Raiders,2015
Derek Carr,,P,,,,,,,,,,,,,,,24.0,QB,1220864.0,Raiders,2015
Chimdi Chekwa,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2015
Jon Condo,,,,,,,,,,,,,,IR,IR,IR,,,,Raiders,2015
Andre Debose,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2015
Mario Edwards,,,,,,,,,,,,,,,O,IR,21.0,LDE,1094029.0,Raiders,2015
Justin Ellis,,O,O,P,O,D,P,,,,,,,,,,25.0,RDT,628172.0,Raiders,2015
Jimmy Hall,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2015
D.J. Hayden,,,,,,,,,,P,,,,,,Q,25.0,LCB,2815554.0,Raiders,2015
Austin Howard,,,,,,,,,,,,,,O,,,28.0,RT,6400000.0,Raiders,2015
Rodney Hudson,,,,,,,,,D,Q,D,D,P,,,,26.0,C,13000000.0,Raiders,2015
Taiwan Jones,,,,Q,O,P,,,,,Q,D,Q,P,,,,,,Raiders,2015
Khalil Mack,,,,P,,,,P,,,,,P,P,P,P,24.0,RDE,4244773.0,Raiders,2015
Benson Mayowa,O,O,O,O,P,,,,,,,,,,,,,,,Raiders,2015
Keith McGill,,,,O,P,,P,,,,O,O,P,,,,,,,Raiders,2015
Jamize Olawale,,O,Q,P,,,,,,,,,,,,,,,,Raiders,2015
Lee Smith,,,,,,,,,,D,P,,,,,,28.0,TE,3350000.0,Raiders,2015
Justin Tuck,P,,P,P,P,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,32.0,lde,4968750.0,Raiders,2015
Menelik Watson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2015
C.J. Wilson,,,,O,P,,,,,,,,,,,,,,,Raiders,2015
