Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Mackensie Alexander,D,,,,,,,,,,,Q,,,,,25.0,db,842391.0,Vikings,2018
Ade Aruna,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2018
Anthony Barr,,,,,,,,O,O,Q,,,,,,,,,,Vikings,2018
Chad Beebe,,,,,,,,,,,O,O,O,O,,O,,,,Vikings,2018
Tashawn Bower,,,,,O,O,,,,,,,,,,,,,,Vikings,2018
Mack Brown,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2018
Aviante Collins,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2018
Tom Compton,,,,,,,,O,O,Q,,,,,,Q,29.0,LG,800000.0,Vikings,2018
Dalvin Cook,,,O,Q,Q,Q,O,O,Q,,,,,,,,23.0,RB,753788.0,Vikings,2018
Stefon Diggs,,,,,,,,,Q,,,Q,,,,,25.0,WR,1907000.0,Vikings,2018
Nick Easton,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2018
Pat Elflein,O,O,,,,,,,,,,,,,,,24.0,C,637000.0,Vikings,2018
Ben Gedeon,,,,,,,,,,,O,,,,,,24.0,LLB,555000.0,Vikings,2018
Everson Griffen,,,O,O,O,O,O,,,,,,,,,,31.0,RDE,3900000.0,Vikings,2018
C.J. Ham,,,,,,,,,,,,,,,,O,,,,Vikings,2018
Mike Hughes,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2018
Craig James,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,IR,IR,,,,,Vikings,2018
Linval Joseph,,,,,,,Q,Q,,,,,,,,,30.0,RDT,1150000.0,Vikings,2018
Eric Kendricks,,,,,,,,,,,,,Q,,O,O,26.0,MLB,1138080.0,Vikings,2018
Hercules Mata'afa,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2018
David Morgan,,,O,,,,,,,O,O,O,O,Q,,,25.0,te,630000.0,Vikings,2018
Jabari Price,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2018
Riley Reiff,,,,Q,,O,O,D,Q,,,,,,,,30.0,LT,9100000.0,Vikings,2018
Horace Richardson,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2018
Sheldon Richardson,,,,,,,,,,,,,,Q,,,28.0,LDT,5800000.0,Vikings,2018
Andrew Sendejo,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,31.0,ss,3450000.0,Vikings,2018
Marcus Sherels,,,O,O,O,,,,,,,,,,,O,,,,Vikings,2018
Johnny Stanton,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Vikings,2018
Roc Thomas,O,,,,,,,,O,,,,,,,,,,,Vikings,2018
Trae Waynes,,,,,O,,,,,,,,O,,,,26.0,LCB,2200142.0,Vikings,2018
