Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Maurice Alexander,,,Q,,,,,,,,,,,O,,,25.0,FS,600000.0,Rams,2016
Tavon Austin,,,,Q,,,,,,,,D,,,,,26.0,WR,1111111.0,Rams,2016
Michael Brockers,,Q,,,Q,Q,O,Q,Q,,,,,,,,26.0,RDT,6146000.0,Rams,2016
Jamon Brown,,,,,,,D,Q,,,,,,,,,,,,Rams,2016
Marqui Christian,,,,,,,,,,,,,,,IR,IR,,,,Rams,2016
Pharoh Cooper,O,D,D,,,,,,,,,,,,,,,,,Rams,2016
Benny Cunningham,,,,,,,,,,,,,IR,IR,IR,IR,,,,Rams,2016
Cody Davis,,,,,Q,,,,,,,,,,,,,,,Rams,2016
Andrew Donnal,,,,,,,,,,,,Q,,,,,,,,Rams,2016
Dominique Easley,,,,Q,,,,,,,,,,,,,,,,Rams,2016
Josh Forrest,,,,,,,,,,,IR,IR,IR,IR,IR,IR,,,,Rams,2016
E.J. Gaines,O,O,Q,,,,,,,,,,Q,D,,,24.0,RCB,600000.0,Rams,2016
Cory Harkey,,,,,,,,,,,,,,IR,IR,IR,,,,Rams,2016
Rob Havenstein,Q,,,,,,,,,,,,,,,D,24.0,RT,615455.0,Rams,2016
Trumaine Johnson,,,,,,O,O,Q,Q,,,,,,,,26.0,LCB,13952000.0,Rams,2016
Lamarcus Joyner,,Q,Q,Q,,,,,Q,Q,,,,,,D,26.0,DB,877289.0,Rams,2016
Zach Laskey,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Rams,2016
Bradley Marquez,,,,,,,,,,,,,,,IR,IR,,,,Rams,2016
Marquez North,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Rams,2016
Robert Quinn,,,,,Q,Q,Q,,,Q,,IR,IR,D,IR,IR,26.0,RDE,7777777.0,Rams,2016
Brian Randolph,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Rams,2016
Garrett Reynolds,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Rams,2016
Eugene Sims,,,,,,,,,,Q,,,,,,,30.0,RDE,2250000.0,Rams,2016
Nelson Spruce,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Rams,2016
Louis Trinca-Pasat,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Rams,2016
Darrell Williams,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Rams,2016
