Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Denico Autry,,,,,,,,,,,,,,,O,D,29.0,DT,3500000.0,Colts,2019
Billy Brown,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Colts,2019
Parris Campbell,,,,,O,O,Q,,O,O,O,Q,,IR,IR,IR,,,,Colts,2019
Carl Davis,,,,,,,O,,,,,,,,,,,,,Colts,2019
Pierre Desir,,,,Q,,Q,Q,D,Q,D,,,,Q,,,29.0,CB,1000000.0,Colts,2019
Jack Doyle,,,,,,,Q,,,,,,,,,,,,,Colts,2019
Eric Ebron,,,,,,,,,,,Q,IR,IR,IR,IR,IR,,,,Colts,2019
Daurice Fountain,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Colts,2019
Devin Funchess,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Colts,2019
Clayton Geathers,,,,,O,,,,,,,,,,,,27.0,SS,1250000.0,Colts,2019
Penny Hart,IR,,,,,,,,,,,,,,,,,,,Colts,2019
T.Y. Hilton,,,Q,D,Q,,,O,O,O,Q,O,O,Q,,,30.0,WR,13000000.0,Colts,2019
Malik Hooker,,,,O,O,D,,Q,,,,,Q,,Q,,23.0,FS,1610446.0,Colts,2019
Justin Houston,,,,,,Q,,Q,,,,,,,,,30.0,LDE,1000000.0,Colts,2019
Steve Ishmael,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Colts,2019
Iseoluwapo Jegede,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Colts,2019
Isaiah Johnson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Colts,2019
Marcus Johnson,IR,IR,,,,,,,,,,,,,,,25.0,WR,570000.0,Colts,2019
Darius Leonard,,,O,O,O,,,,,,,,,,,,,,,Colts,2019
Tyquan Lewis,,,,O,O,O,Q,,,,,,,,,,,,,Colts,2019
Marlon Mack,,,Q,,Q,,,,,,O,O,,,,,23.0,RB,645000.0,Colts,2019
Rolan Milligan,,,,,Q,,,,,,,,,,IR,IR,,,,Colts,2019
Kenny Moore,,,,,,O,Q,,,,,,O,O,O,Q,24.0,LCB,645000.0,Colts,2019
Kai Nacua,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Colts,2019
Javon Patterson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Colts,2019
Chester Rogers,,,,,,,,,,,,,IR,IR,IR,IR,25.0,wr,3095000.0,Colts,2019
Jabaal Sheard,O,O,O,Q,,,,,,,,,,,,,30.0,DE,7500000.0,Colts,2019
Shakial Taylor,IR,,,,,,,,,,O,,,,,,,,,Colts,2019
Ahmad Thomas,IR,IR,,,,,,,,,,,,,,,,,,Colts,2019
Kemoko Turay,Q,D,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Colts,2019
Adam Vinatieri,,,,,,,,,,,,,O,IR,IR,IR,,,,Colts,2019
Spencer Ware,PUP,PUP,PUP,,,,,,,,,,,,,,,,,Colts,2019
Jordan Wilkins,Q,,,,,,,,,Q,,,,,,O,,,,Colts,2019
Jonathan Williams,O,O,Q,,,,,,,,,,,,,,,,,Colts,2019
Khari Willis,,,,,,,,,,,O,Q,,,,D,23.0,SS,495000.0,Colts,2019
Quincy Wilson,,,,,,,,,Q,,,,,,O,O,,,,Colts,2019
