Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Age,Pos,Salary,Team,Year
Eli Apple,IR,IR,IR,IR,O,Q,Q,,,,,,,,,,Panthers,2020
Omar Bayless,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2020
Reggie Bonnafon,,,,,,,,,,O,IR,IR,IR,,,,Panthers,2020
Derrick Brown,,,,,,,,,,,,,C19,22.0,DL,610000.0,Panthers,2020
Juston Burris,,,,,,,IR,IR,IR,IR,,,,27.0,CB,910000.0,Panthers,2020
Dennis Daley,O,O,D,Q,,,,,,,,O,,24.0,OL,675000.0,Panthers,2020
Rasul Douglas,,,,,,,C19,C19,C19,,Q,,,26.0,CB,825000.0,Panthers,2020
Sam Franklin,,,,,,,,,,,Q,Q,,24.0,OLB,610000.0,Panthers,2020
Yetur Gross-Matos,,O,,,,IR,IR,IR,IR,Q,Q,C19,C19,22.0,DL,572941.0,Panthers,2020
Marquis Haynes,,,,,,,,Q,Q,Q,Q,Q,,27.0,OLB,750000.0,Panthers,2020
Donte Jackson,,,,,,Q,Q,,,Q,D,D,,25.0,CB,917502.0,Panthers,2020
Keith Kirkwood,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2020
Luke Kuechly,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,Panthers,2020
Austin Larkin,,,,,,,,,,Q,,,,25.0,DE,476472.0,Panthers,2020
Greg Little,,,,,,,,,,,,,C19,23.0,OL,842224.0,Panthers,2020
Jordan Mack,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2020
Christian McCaffrey,,,IR,IR,IR,IR,IR,IR,IR,O,O,Q,,24.0,RB,825000.0,Panthers,2020
Christian Miller,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2020
John Miller,,,,,,,Q,Q,,,D,Q,,27.0,OG,1790000.0,Panthers,2020
D.J. Moore,,,,,,,,,,,,,C19,,,,Panthers,2020
Efe Obada,,,,,,,,Q,,,,,,28.0,LB,750000.0,Panthers,2020
Russell Okung,,,Q,Q,,,,D,D,O,D,Q,,32.0,T,13000000.0,Panthers,2020
Michael Palardy,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,C19,,,,Panthers,2020
Michael Schofield,,,,,,,C19,C19,C19,,,,,30.0,OT,1000000.0,Panthers,2020
Kawann Short,,O,D,,,,IR,,,,,,,,,,Panthers,2020
Adarius Taylor,,,,,,,,,,IR,IR,IR,IR,30.0,MLB,910000.0,Panthers,2020
Stantley Thomas-Oliver,Q,,,,,,,,,,,,,22.0,CB,610000.0,Panthers,2020
Shaq Thompson,,,,,,,,,,,,,C19,26.0,OLB,4000000.0,Panthers,2020
Stephen Weatherly,Q,,,,,,,,,O,IR,IR,IR,,,,Panthers,2020
Tahir Whitehead,,,,Q,,,,,,,Q,Q,,30.0,OLB,1050000.0,Panthers,2020
