Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Jonathan Allen,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,22.0,lde,465000.0,WFT,2017
Houston Bates,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2017
Kevin Bowen,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2017
Zach Brown,,,,,,,,,Q,Q,Q,Q,Q,O,O,O,28.0,LILB,1550000.0,WFT,2017
Chris Carter,,,,,,,,,,,,,,IR,IR,IR,,,,WFT,2017
Tyler Catalina,,,,,,O,Q,,,,,,,,,,,,,WFT,2017
T.J. Clemmings,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2017
William Compton,,,,Q,,,,,,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2017
Su'a Cravens,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2017
LeShun Daniels,,,,,,,,,,,,,,,O,IR,,,,WFT,2017
Robert Davis,,,,,,,,,,,,,,,,Q,,,,WFT,2017
Josh Doctson,,Q,,,,,,,,,,,,,,,25.0,WR,906802.0,WFT,2017
Quinton Dunbar,,,,,,,,,,Q,,,,,,,,,,WFT,2017
Deshazor Everett,,,,,D,Q,Q,,,,,,,,,,25.0,SS,615000.0,WFT,2017
Mason Foster,,,Q,Q,,Q,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2017
DeAngelo Hall,IR,IR,IR,IR,IR,IR,IR,,,Q,,,,,,,,,,WFT,2017
Maurice Harris,,,,,,,,,,,,,O,Q,Q,Q,,,,WFT,2017
Evander Hood,,,,,,,,,,,,,,,,O,30.0,NT,900000.0,WFT,2017
Dustin Hopkins,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,WFT,2017
Matthew Ioannidis,,,,,,,,O,O,Q,Q,Q,,,,,,,,WFT,2017
Arthur Jones,,,,,,,,,O,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2017
Robert Kelley,,,Q,Q,D,Q,,Q,,IR,IR,IR,IR,IR,IR,IR,25.0,rb,540000.0,WFT,2017
Shawn Lauvao,,,,,,,,O,Q,Q,IR,IR,IR,IR,IR,IR,30.0,LG,4000000.0,WFT,2017
Spencer Long,Q,,,,,,O,D,Q,IR,IR,IR,IR,IR,IR,IR,27.0,c,1787000.0,WFT,2017
Byron Marshall,,,,,,,,,,,,,,IR,IR,IR,,,,WFT,2017
Keith Marshall,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2017
Terrell McClain,,,,,,,,,,,O,O,Q,Q,Q,Q,,,,WFT,2017
Stefan McClure,,,,,,Q,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2017
Trent Murphy,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2017
Montae Nicholson,,,Q,,,,,Q,Q,Q,IR,IR,IR,IR,IR,IR,22.0,ss,465000.0,WFT,2017
Josh Norman,,,Q,,O,O,Q,,,,,,,,,,30.0,RCB,16500000.0,WFT,2017
Ty Nsekhe,,,,O,O,O,O,D,Q,Q,Q,Q,,,,,32.0,lt,690000.0,WFT,2017
Niles Paul,,,,,,,,O,Q,Q,,,,,,,28.0,TE,1750000.0,WFT,2017
Terrelle Pryor,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2017
Jordan Reed,,,Q,Q,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,27.0,te,3750000.0,WFT,2017
Chase Roullier,,,,,,,,,,,O,O,Q,Q,,,24.0,C,465000.0,WFT,2017
Preston Smith,,,,,,,Q,,,,,,,,,,25.0,LOLB,960395.0,WFT,2017
D.J. Swearinger,,,,Q,,,,,,,,,,,,,26.0,FS,2000000.0,WFT,2017
Phil Taylor,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2017
Chris Thompson,,,,,,,,,,,IR,IR,IR,IR,IR,IR,,,,WFT,2017
Kendal Thompson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2017
Trent Williams,,,,,Q,Q,Q,D,Q,Q,Q,Q,Q,IR,O,IR,,,,WFT,2017
