Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Walt Aikens,,,,,,,,,,,P,,,,,,,,,Dolphins,2015
Jay Ajayi,IR,IR,IR,IR,IR,IR,IR,,,,P,P,,,,,,,,Dolphins,2015
Branden Albert,P,,D,D,Q,P,,,,,P,P,P,,P,,,,,Dolphins,2015
Zackary Bowman,,,,,P,P,P,,,,,,,,,,,,,Dolphins,2015
Jordan Cameron,,,Q,Q,,,,Q,P,,,,,,,,27.0,TE,4562500.0,Dolphins,2015
Louis Delmas,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Dolphins,2015
John Denney,,,,,,,,,,,,,P,,,,,,,Dolphins,2015
Jamil Douglas,,,,,,,,,,P,,,,,,Q,23.0,rg,564641.0,Dolphins,2015
Jason Fox,D,,,,,,,,,,,,,,,,27.0,RT,957500.0,Dolphins,2015
A.J. Francis,,,,,Q,P,,,,,,,,,,,,,,Dolphins,2015
Shamiel Gary,,,,,,,,,,,,P,,,,,,,,Dolphins,2015
Jonas Gray,,,,Q,,,,,,,,,,,,,,,,Dolphins,2015
Brent Grimes,,,,,Q,P,P,P,,,,,,,,,,,,Dolphins,2015
Neville Hewitt,,,,,,,,Q,,,,,,,,,,,,Dolphins,2015
Ja'Wuan James,,,,,,,,O,O,O,O,O,O,O,D,Q,23.0,rt,1915545.0,Dolphins,2015
LaMichael James,P,,,,,,,,,,,,,,,,,,,Dolphins,2015
Jelani Jenkins,,,,,,,,,P,D,Q,P,P,D,Q,D,23.0,RLB,703172.0,Dolphins,2015
Reshad Jones,,Q,P,,,P,,P,,,P,,,,,,,,,Dolphins,2015
Jordan Kovacs,,,,,,,,D,P,,,,,,,,,,,Dolphins,2015
Jarvis Landry,,,,,,,,,,,Q,P,P,P,P,P,,,,Dolphins,2015
Rishard Matthews,,,,,,,,,,,,IR,IR,IR,IR,Q,26.0,WR,673403.0,Dolphins,2015
Bobby McCain,,,,,,,,,,,,,,Q,,,,,,Dolphins,2015
Brice McCain,,,,,,D,Q,P,P,Q,P,,,,,,29.0,RCB,2000000.0,Dolphins,2015
Chris McCain,,,,,P,,P,,,,D,P,,,,IR,,,,Dolphins,2015
Lamar Miller,,,Q,,,,,,,,,,,P,P,,24.0,RB,1663500.0,Dolphins,2015
Koa Misi,,,,,,,,P,P,Q,Q,P,,,IR,IR,28.0,LLB,4438000.0,Dolphins,2015
Earl Mitchell,,,Q,P,,,,,,,,O,Q,O,D,Q,28.0,RDT,4500000.0,Dolphins,2015
Matt Moore,,,,,,P,P,P,,,,,,,,,,,,Dolphins,2015
DeVante Parker,P,,,,,,,D,Q,,,,,,P,,,,,Dolphins,2015
Spencer Paysinger,,,,,,,P,P,D,D,Q,,,,,,,,,Dolphins,2015
Jordan Phillips,,,,,,P,P,Q,P,,,P,P,,,,,,,Dolphins,2015
Mike Pouncey,,,P,,,P,P,,,,,Q,P,,Q,D,,,,Dolphins,2015
Derrick Shelby,,Q,,,,,,,,,,,,,,,26.0,LDE,2356000.0,Dolphins,2015
Kelvin Sheppard,,,,,,,,,,,Q,P,,,,,27.0,MLB,2000000.0,Dolphins,2015
Dion Sims,,O,D,O,P,,,,,,,P,,,,,,,,Dolphins,2015
Kenny Stills,,,,,,P,,,,,,Q,P,,,Q,23.0,WR,585000.0,Dolphins,2015
Jake Stoneburner,,,,,,,,,,,,,,,P,,,,,Dolphins,2015
Ryan Tannehill,,,P,,,,,,,,,,,,,P,27.0,QB,4873364.0,Dolphins,2015
Jamar Taylor,P,,,,,,,,,,,,,,,,25.0,rcb,988950.0,Dolphins,2015
Michael Thomas,,,,,,,,,,P,,,,,,,25.0,SS,585000.0,Dolphins,2015
Robert Thomas,,,,,,,,,,,,,IR,IR,IR,IR,,,,Dolphins,2015
Billy Turner,,,,,,,,,Q,,,,,P,P,P,24.0,RG,723000.0,Dolphins,2015
Olivier Vernon,,P,,,,,,,,,,,,,,,25.0,RDE,1701520.0,Dolphins,2015
Cameron Wake,,Q,P,,P,P,,IR,IR,IR,IR,IR,IR,IR,IR,IR,33.0,lde,10450000.0,Dolphins,2015
Brandon Williams,,,,,,,,,,,,,O,IR,IR,IR,,,,Dolphins,2015
Damien Williams,,,,,,,,Q,P,P,,,,P,,,,,,Dolphins,2015
