Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Jamal Agnew,,,,,,,,,,,O,O,Q,,,,,,,Lions,2017
Ezekiel Ansah,Q,Q,Q,Q,Q,Q,Q,Q,D,O,Q,,Q,Q,,,28.0,RDE,12734000.0,Lions,2017
Don Barclay,,,,,,,,,,,,,,,,IR,,,,Lions,2017
Armonty Bryant,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2017
Don Carey,,,,Q,Q,,,Q,Q,Q,,,,,,,,,,Lions,2017
Brandon Chubb,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2017
Emmett Cleary,,,,,,,O,,,,,,Q,Q,,,,,,Lions,2017
Brandon Copeland,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2017
Joe Dahl,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,Lions,2017
Jarrad Davis,,,O,Q,Q,,,,,,,,,,,,23.0,MLB,465000.0,Lions,2017
Taylor Decker,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,24.0,LT,948499.0,Lions,2017
Kenny Golladay,,,,Q,O,Q,O,D,Q,,,,,,,,24.0,wr,465000.0,Lions,2017
Jordan Hill,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2017
Kerry Hyder,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2017
Mike James,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2017
T.J. Jones,,,,,,,,,,,,,,,IR,IR,25.0,wr,690000.0,Lions,2017
Zac Kerin,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2017
Cyrus Kouandjio,IR,IR,IR,IR,IR,IR,IR,IR,,IR,IR,IR,IR,IR,,,,,,Lions,2017
T.J. Lang,,,,,Q,Q,,,O,,,Q,Q,Q,D,,,,,Lions,2017
DeMarcus Lawrence,,IR,IR,,,IR,,IR,,,,IR,,IR,,,,,,Lions,2017
Des Lawrence,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2017
Nevin Lawson,,,,,,,,,,,,,,,,O,26.0,RCB,1797000.0,Lions,2017
Tim Lelito,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2017
Sam Martin,IR,IR,IR,IR,IR,IR,,,,,,,Q,,,,,,,Lions,2017
Rolan Milligan,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2017
Haloti Ngata,,,,,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,33.0,rdt,5500000.0,Lions,2017
Kasey Redfern,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2017
Jalen Reeves-Maybin,,,,,,,,,O,Q,Q,,,,,,,,,Lions,2017
Corey Robinson,Q,IR,IR,IR,IR,IR,IR,IR,,,,,Q,,,,,,,Lions,2017
Greg Robinson,,,,,,,O,O,IR,IR,IR,IR,IR,IR,IR,IR,25.0,lt,3322377.0,Lions,2017
Ryan Spadola,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2017
Travis Swanson,,,Q,Q,Q,,,,,,,O,Q,IR,IR,IR,26.0,C,1772000.0,Lions,2017
Brandon Thomas,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2017
Ricky Wagner,,,,,Q,Q,,,,,,,O,O,Q,,28.0,RT,3000000.0,Lions,2017
Cornelius Washington,,,,,,IR,,,,,,,Q,,,,,,,Lions,2017
Dwayne Washington,,,O,O,O,Q,,,,O,O,,,,,,,,,Lions,2017
Tavon Wilson,,,O,Q,,,,,,,,IR,IR,IR,IR,IR,,,,Lions,2017
Paul Worrilow,,,,,O,O,Q,,,,,,,,,,27.0,RLB,2000000.0,Lions,2017
Anthony Zettel,,,,,,,,,,,,,,,,Q,25.0,LDE,540000.0,Lions,2017
