Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Jude Adjei-Barimah,,,,,,Q,,,,,,,,,,IR,,,,Buccaneers,2016
Robert Ayers,,Q,O,O,Q,O,Q,,,,,,,,,,31.0,LDE,5000000.0,Buccaneers,2016
Devante Bond,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2016
Cameron Brate,,,,,,,,,,,,,,,,IR,25.0,TE,600000.0,Buccaneers,2016
Gosder Cherilus,,,,,,,,,,,,,,,O,Q,,,,Buccaneers,2016
Chris Conte,,,,,,,,,,,,O,O,Q,,,27.0,SS,1500000.0,Buccaneers,2016
Lavonte David,,Q,Q,,,,,,,,,,,Q,,,26.0,RLB,10000000.0,Buccaneers,2016
Evan Dietrich-Smith,,,,,Q,,,,,O,O,O,Q,,,,,,,Buccaneers,2016
Demar Dotson,,,,,,,,,,,,,O,O,O,,31.0,RT,1750000.0,Buccaneers,2016
Donteea Dye,,,,,,,,,,,,,,,IR,IR,,,,Buccaneers,2016
William Gholston,,,,,,,,Q,,,,,,,O,O,25.0,RDE,1671000.0,Buccaneers,2016
Ben Gottschalk,,,,,,,,,,,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2016
Joe Hawley,,,,Q,,Q,Q,,D,Q,,,,,,,28.0,C,2500000.0,Buccaneers,2016
Adam Humphries,,,,,,,,,,,,,O,,,,23.0,wr,525000.0,Buccaneers,2016
Vincent Jackson,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,33.0,wr,9777777.0,Buccaneers,2016
Mike James,IR,IR,IR,IR,IR,IR,IR,,,,,IR,IR,IR,IR,IR,,,,Buccaneers,2016
George Johnson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2016
Howard Jones,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2016
Doug Martin,,,O,O,D,O,O,O,Q,,,,,,,,27.0,RB,4000000.0,Buccaneers,2016
Gerald McCoy,,,,,D,Q,Q,,,,,Q,Q,Q,Q,,,,,Buccaneers,2016
Clinton McDonald,,,,,D,O,O,O,Q,,,,,,,,29.0,RDT,2750000.0,Buccaneers,2016
Louis Murphy,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2016
Kevin Pamphile,,,,,,,,,O,O,,,,,,,26.0,LG,600000.0,Buccaneers,2016
Jacquizz Rodgers,,,,,,,,O,O,O,Q,Q,,,,,26.0,rb,715294.0,Buccaneers,2016
Cecil Shorts,,,,,,Q,,,,,,,IR,IR,IR,IR,29.0,wr,800000.0,Buccaneers,2016
Charles Sims,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,IR,,,,Buccaneers,2016
Antone Smith,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2016
Donovan Smith,,,Q,,,,,,,,,,,,,,23.0,LT,710857.0,Buccaneers,2016
Jacquies Smith,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2016
Luke Stocker,Q,,O,O,D,Q,,,,Q,Q,,O,Q,,,28.0,TE,1600000.0,Buccaneers,2016
J.R. Sweezy,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Buccaneers,2016
